N° Client,Nom Client,Date facture,Date d'échéance,Echu/Non échu,Libellé Facture non réglée,Facturé TTC,Règlement/Avoir ,Action,Date de régularisation,Motif rejet ,COMMENTAIRE,,
S01052,LE VISIOLOGISTE,4/1/2020,4/1/2020,ECHU,1603015-48-S01052,282.00,282.00,Mail fait au client - 02/04 + Relance 21/04 // autorisation de prélevé à nouveau - le 26/05 // nouveau rejet le 28/05 : relance envoyée le 28/05 // transmission RIB pour virement le 28/05,5/29/2020,SERVICE SPECIFIQUE,,,
S01052,LE VISIOLOGISTE,5/1/2020,5/1/2020,ECHU,1603015-49-S01052,282.00,282.00,Mail fait au client - 02/04 + Relance 21/04 // autorisation de prélevé à nouveau - le 26/05 // nouveau rejet le 28/05 : relance envoyée le 28/05 // transmission RIB pour virement le 28/05,5/29/2020,SERVICE SPECIFIQUE,,,
S01052,LE VISIOLOGISTE,5/1/2020,5/1/2020,ECHU,1710042-29-S01052,167.52,167.52,Mail fait au client - 02/04 + Relance 21/04 // autorisation de prélevé à nouveau - le 26/05 // nouveau rejet le 28/05 : relance envoyée le 28/05 // transmission RIB pour virement le 28/05,5/29/2020,SERVICE SPECIFIQUE,,,
S01052,LE VISIOLOGISTE,6/1/2020,6/1/2020,ECHU,1603015-50-S01052,282.00,282.00,Fil comptable qui ne comprend pas le blocage // fait virement de régularisation,6/12/2020,SERVICE SPECIFIQUE,,,
S01052,LE VISIOLOGISTE,6/1/2020,6/1/2020,ECHU,1710042-30-S01052,167.52,167.52,Fil comptable qui ne comprend pas le blocage // fait virement de régularisation,6/12/2020,SERVICE SPECIFIQUE,,,
S01057,NORD MEDICAL SERVICE,6/1/2020,6/1/2020,ECHU,1701013-1-S01057,270.00,0.00,,,,,,
S01057,NORD MEDICAL SERVICE,7/1/2020,7/1/2020,ECHU,1701013-2-S01057,270.00,0.00,,,,,,
S01059,BECKER France,7/1/2020,7/1/2020,ECHU,1603070-16-S01059,456.00,456.00,AVOIR,7/7/2020,SERVICE SPECIFIQUE,,,
S01096,SOCIETE DES COFFRES FORTS GRUSON,4/1/2020,5/3/2020,ECHU,1606064-45-S01096,40.08,40.08,,,,,,
S01096,SOCIETE DES COFFRES FORTS GRUSON,5/1/2020,6/3/2020,ECHU,1606064-46-S01096,40.08,40.08,,,,Fact intermédiaire,,
S01099,LE TANNEUR ET CIE,4/1/2020,4/1/2020,ECHU,1606098-7-S01099,216.00,216.00,Mail fait au client - 02/04 + Relance 21/04 // autorisation de prélevé à nouveau après quelques jours - le 22/04 // nouveau rejet le 28/04 : relance envoyée le 28/04 // transmission RIB pour virement le 29/04,5/5/2020,SERVICE SPECIFIQUE,,,
S01099,LE TANNEUR ET CIE,5/1/2020,5/1/2020,ECHU,1606098-8-S01099,216.00,216.00,,5/25/2020,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,1/1/2020,1/1/2020,ECHU,1608031-3-S01122,108.60,108.60,Plusieurs mails envoyés (18/03 - 06/04) pour relancer ce client // fil le 06/05 + mail pour envoi RIB = fait le virement de régularisation ce jour,11-May,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,2/1/2020,2/1/2020,ECHU,1608031AVT1-1-S01122,108.60,108.60,Plusieurs mails envoyés (18/03 - 06/04) pour relancer ce client // fil le 06/05 + mail pour envoi RIB = fait le virement de régularisation ce jour,11-May,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,3/1/2020,3/1/2020,ECHU,1608031AVT1-2-S01122,108.60,108.60,Plusieurs mails envoyés (18/03 - 06/04) pour relancer ce client // fil le 06/05 + mail pour envoi RIB = fait le virement de régularisation ce jour,11-May,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,4/1/2020,4/1/2020,ECHU,1608031AVT1-3-S01122,108.60,108.60,Plusieurs mails envoyés (18/03 - 06/04) pour relancer ce client // fil le 06/05 + mail pour envoi RIB = fait le virement de régularisation ce jour,11-May,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,5/1/2020,5/1/2020,ECHU,1608031AVT1-4-S01122,108.60,108.60,Plusieurs mails envoyés (18/03 - 06/04) pour relancer ce client // fil le 06/05 + mail pour envoi RIB = fait le virement de régularisation ce jour,11-May,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,6/1/2020,6/1/2020,ECHU,1608031AVT1-5-S01122,108.60,108.60,"Appel téléphonique, fait virement de régularisation + demande à nouveau d'annuler l'opposition - le 03/06",25-Jun,SUR ORDRE,,,
S01122,SALVAN ET ASSOCIES,7/1/2020,7/1/2020,ECHU,1608031AVT1-6-S01122,108.60,0.00,"Appel téléphonique, fait virement de régularisation + demande à nouveau d'annuler l'opposition - le 07/07",,SUR ORDRE,,,
S01124,AL X CREATIONS,6/1/2020,6/1/2020,ECHU,1609051-43-S01124,372.12,0.00,Mail fait au client - 09/06 // relance téléphonique le 23/06,,SUR ORDRE,,,
S01140,OXYGENE,4/1/2020,4/1/2020,ECHU,1907183-7-S01140,213.90,213.90,Mail fait au client - 06/04 + relance 06/05 + message vocale et mail le 03/06,24-Jun,SUR ORDRE,,,
S01140,OXYGENE,5/1/2020,5/1/2020,ECHU,1907183-8-S01140,213.90,213.90,Mail fait au client - 06/04 + relance 06/05 + message vocale et mail le 03/06,24-Jun,SUR ORDRE,,,
S01140,OXYGENE,6/1/2020,6/1/2020,ECHU,1907183-9-S01140,213.90,213.90,Mail fait au client - 06/04 + relance 06/05 + message vocale et mail le 03/06,24-Jun,SUR ORDRE,,,
S01159,FROMAGERIE DE LA MEIX BIOGAM,6/12/2020,7/1/2020,ECHU,2006071-1-S01159,252.00,252.00,,7/3/2020,,,,
S01173,CENTRE MEDICAL DE CEPY,1/9/2020,1/9/2020,ECHU,1611154-2-LI-S01173,84.00,0.00,Mail fait au client - 02/04 // relance 05/06,,SUR ORDRE,,,
S01181,TRANSPORTS DU BOURBONNAIS,4/14/2020,5/1/2020,ECHU,2004013-1-LI-S01181,42.62,42.62,,,,,,
S01183,GROUPE ACTISERVICES,4/1/2020,4/1/2020,ECHU,1711064-10-S01183,310.32,310.32,,4/6/2020,,,,
S01190,BOREL SABRINA,4/1/2020,4/1/2020,ECHU,,48.00,48.00,,4/6/2020,,,,
S01220,PM TAXIS,7/1/2020,7/1/2020,ECHU,1704005-3-S01220,598.80,0.00,Mail fait au client - 07/07,,SERVICE SPECIFIQUE,,,
S01225,MC PIE,4/1/2020,4/1/2020,ECHU,1704076AVT1-34-S01225,106.80,0.00,Mail fait au client - 06/04,,SUR ORDRE,,,
S01225,MC PIE,4/1/2020,4/1/2020,ECHU,1704076-34-S01225,237.60,0.00,Mail fait au client - 06/04,,SUR ORDRE,,,
S01227,ASSOCIATION TUTELAIRE DE L'AISNE,6/12/2020,6/20/2020,ECHU,1802112AVT1-1-LI-S01227,41.04,41.04,,3-Jul,,,,
S01227,ASSOCIATION TUTELAIRE DE L'AISNE,6/12/2020,6/20/2020,ECHU,1802112AVT1-2-LI-S01227,68.40,68.40,,3-Jul,,,,
S01227,ASSOCIATION TUTELAIRE DE L'AISNE,6/12/2020,6/20/2020,ECHU,1802112AVT1-1-S01227,68.40,68.40,,3-Jul,,,,
S01228,TAXILLICO,4/1/2020,5/3/2020,ECHU,1705005-36-S01228,61.20,61.20,"relance faite par Jeanne, laisser en restitution",3-Jul,,,,
S01228,TAXILLICO,5/1/2020,6/3/2020,ECHU,1705005-37-S01228,61.20,61.20,"relance faite par Jeanne, laisser en restitution",3-Jul,,Fact intermédiaire,,
S01228,TAXILLICO,7/3/2020,7/3/2020,ECHU,1705005-38-S01228,61.20,0.00,"relance faite par Jeanne, laisser en restitution",,,Fact intermédiaire,,
S01134,GAEC DE LA VENTE HUCHER,7/1/2020,7/1/2020,ECHU,1609045-44-S01134,59.88,59.88,Message vocal + mail le 08/07 + retour client accord prélèvement au 15/07,15-Jul,,,,
S01256,JMI,4/1/2020,4/1/2020,ECHU,1708126-30-S01256,163.80,0.00,Mail fait au client - 06/04 + relance 07/05 + 04/06 // le 09/07 appel client : annonce virement dans les prochains jours,,OPPOSITION SUR COMPTE,,,
S01256,JMI,5/1/2020,5/1/2020,ECHU,1708126-31-S01256,163.80,163.80,Mail fait au client - 06/04 + relance 07/05 + 04/06,,OPPOSITION SUR COMPTE,,,
S01256,JMI,6/1/2020,6/1/2020,ECHU,1708126-32-S01256,163.80,0.00,Mail fait au client - 06/04 + relance 07/05 + 04/06 // le 09/07 appel client : annonce virement dans les prochains jours,,OPPOSITION SUR COMPTE,,,
S01256,JMI,7/1/2020,7/1/2020,ECHU,1708126-33-S01256,163.80,0.00,Mail fait au client - 06/04 + relance 07/05 + 04/06 // le 09/07 appel client : annonce virement dans les prochains jours,,OPPOSITION SUR COMPTE,,,
S01256,JMI,7/1/2020,7/1/2020,ECHU,1708126-33-S01256,163.80,,,,,,,
S01268,SAME BOX SAME PEOPLE,4/1/2020,4/1/2020,ECHU,1710053-25-S01268,163.80,163.80,Echange de mail le 02/04 - Passage de relais à Pierre pour l'aspect commercial // relance 05/05,,SUR ORDRE,,,
S01268,SAME BOX SAME PEOPLE,5/1/2020,5/1/2020,ECHU,1710053-26-S01268,163.80,163.80,Echange de mail le 02/04 - Passage de relais à Pierre pour l'aspect commercial // relance 05/05,,SUR ORDRE,,,
S01291,PRAZ DE LYS SERVICES,5/1/2020,5/1/2020,ECHU,1802077-26-S01291,178.80,0.00,Client a demandé résiliation au 30/04 - contrat en prolongation - suivi optima à Christophe pour faire le point // relance Christophe le 07/07 : pas de relance pour les factures mais demander restitution du matériel,,OPPOSITION SUR COMPTE,,,
S01291,PRAZ DE LYS SERVICES,6/1/2020,6/1/2020,ECHU,1802077-27-S01291,178.80,0.00,Client a demandé résiliation au 30/04 - contrat en prolongation - suivi optima à Christophe pour faire le point // relance Christophe le 07/07 : pas de relance pour les factures mais demander restitution du matériel,,OPPOSITION SUR COMPTE,,,
S01291,PRAZ DE LYS SERVICES,7/1/2020,7/1/2020,ECHU,1802077-28-S01291,178.80,0.00,Client a demandé résiliation au 30/04 - contrat en prolongation - suivi optima à Christophe pour faire le point // relance Christophe le 07/07 : pas de relance pour les factures mais demander restitution du matériel,,OPPOSITION SUR COMPTE,,,
S01304,OFFICE DE TOURISME INTERCOMMUN AUTAIRE DE LA VALLEE DU CŒUR,5/1/2020,6/3/2020,ECHU,1804060-10-S01304,192.86,192.86,,,,Avoir,,
S01311,QUALISEE,3/1/2020,3/1/2020,ECHU,1805045-15-S01311,418.80,418.80,Souhaite que nous ne représentions pas nos prélèvements - promesse de procéder à un règlement par virement prochainement,22-Jun,PROV INSUFF,,,
S01311,QUALISEE,4/1/2020,4/1/2020,ECHU,1805045-16-S01311,418.80,418.80,Souhaite que nous ne représentions pas nos prélèvements - promesse de procéder à un règlement par virement prochainement,22-Jun,PROV INSUFF,,,
S01315,MCD CONSEIL & FORMATION,4/1/2020,4/1/2020,ECHU,1805036-21-S01315,121.20,121.20,Mandat modifié / attente autorisation de présenter nouveau prélèvement,24-Apr,PAS D'AUTORISATION/ ABS MANDAT ,,,
S01350,BETC ,2/1/2020,2/1/2020,ECHU,1902091-10-S01350,141.00,141.00,"Contact téléphonique suite à avoir de 288 euros - procède au règlement des 37,20 euros restant du - le 09/04",,PROV INSUFF,,,
S01350,BETC ,2/1/2020,2/1/2020,ECHU,1901025-13-S01350,184.20,184.20,"Contact téléphonique suite à avoir de 288 euros - procède au règlement des 37,20 euros restant du - le 09/04",,PROV INSUFF,,,
S01394,STANLEY ROBOTICS,5/28/2020,5/28/2020,ECHU,2002117-1-LI-S01394,302.40,302.40,,12-Jun,,,,
S01395,MARTEL GUILLAUME,7/24/2019,7/24/2019,ECHU,1907050-1-LI-S01395,1800.00,"1,800.00",,1/1/2020,PROV INSUFF,,,
S01395,MARTEL GUILLAUME,9/17/2019,9/17/2019,ECHU,1907050-2-LI-S01395,274.80,274.80,,1/1/2020,PROV INSUFF,,,
S01405,GAIA CONSULTING,4/1/2020,4/1/2020,ECHU,1909002-4-S01405,309.60,309.60,Mail fait au client - 06/04 // le 21/04 demande geste commercial - transmis à T DELATTRE,,SUR ORDRE,,,
S01427,CENTTHOR,4/1/2020,4/1/2020,ECHU,,904.40,904.40,,4/7/2020,,,,
S01437,MSB OBI,2/28/2020,2/28/2020,ECHU,2001150-1-LI-S01437,10.08,0.00,Mail fait au client - 22/04 // fil client le 05/06 indique que la comptabilité est faite par le siège + relance mail pour le client et le siège // relance le 07/07,,SERVICE SPECIFIQUE,,,
S01447,SARL S.C.G. BOURSAULT,6/15/2020,6/15/2020,ECHU,2002188-1-LI-S01447,42.92,42.92,,7/1/2020,,,,
S01453,BERECLLO,6/1/2020,6/1/2020,ECHU,1905083-2-S01453,302.82,0.00,,,,,,
S01458,OKEILLE PRODUCTION,6/16/2020,6/12/2020,ECHU,2003016-1-LI-S01458,99.56,99.56,,7/1/2020,,,,
S01458,OKEILLE PRODUCTION,6/16/2020,7/1/2020,ECHU,2003016-2-LI-S01458,157.20,157.20,,7/1/2020,,,,
S01461,VERSPIEREN,6/9/2020,6/9/2020,ECHU,2005023-1-S01461,350.26,350.26,,7/3/2020,,,,
S01461,VERSPIEREN,6/22/2020,6/22/2020,ECHU,2005022-1-LI-S01461,223.60,223.60,,7/3/2020,,,,
S01465,THEYS INVESTISSEMENTS,6/22/2020,6/22/2020,ECHU,2005081-1-LI-S01465,197.80,0.00,,,,,,
W00003,SUB LIBERTE,4/1/2020,4/1/2020,ECHU,1601041-46-W00003,41.88,0.00,Mail fait au client - 02/04 // relance le 05/05,,SUR ORDRE,,,
W00003,SUB LIBERTE,5/1/2020,5/1/2020,ECHU,1601041-47-W00003,41.88,0.00,Mail fait au client - 05/05,,SUR ORDRE,,,
X00083,CABINET PERAIS-LEFEUVRE,6/15/2020,6/15/2020,ECHU,1901076-2-LI-X00083,222.16,222.16,,1-Jul,,,,
X00116,SPEC DOSPITAL-OSIECKI,6/15/2020,6/15/2020,ECHU,2002105-1-LI-X00116,11.48,11.48,,1-Jul,,,,
X00116,SPEC DOSPITAL-OSIECKI,6/15/2020,6/15/2020,ECHU,2002105-2-LI-X00116,24.60,24.60,,1-Jul,,,,
X00116,SPEC DOSPITAL-OSIECKI,6/15/2020,6/15/2020,ECHU,2002105-1-X00116,24.60,24.60,,1-Jul,,,,

,,,,,TOTAUX,"404,693.69",0.00,,,,,,
,,,,,Solde Balance Comptable,"404,693.69",,,,,,,
,,,,,Factures non échues,0.00,,,,,0,,
,,,,,A déduire : Mandat administratif,0.00,,,,,,,
,,,,,Mandat Administratif +30 jours,0.00,,,,,,,
,,,,,A déduire : facture restitution,0.00,,,,,,,
,,,,,A déduire : facture de vente non échue,0.00,,,7/15/2020,,,,
,,,,,À déduire ABSYSTECH,0.00,,,,,,,
,,,,,Factures échues payées par virement,"34,098.59",0,,,,,,
,,,,,SOLDE à récupérer ,"438,792.28",,,,,,,
,,,,,Dont refinancements attendus," 309,857.80 ",,,,,,,
,,,,,Soit solde clients,"128,934.48",,,,,,,

,,,,,,,Nombre de lignes,,1/0/1900,,,,









N° Client,Nom Client,Date facture,Date d'échéance,Echu/Non échu,Libellé Facture non réglée,Nature ,Facturé TTC,Règlement/Avoir ,Date de régularisation,COMMENTAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,
BG0634, UNIVERSITE CLAUDE BERNARD LYON 1,4/6/2020,4/6/2020,ECHU,2002016-1-LI-BG0634,,28.70,0.00,,Message vocal + mail le 08/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,3/2/2020,4/2/2020,ECHU,2003009-1-BT0000,,47.51,47.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,3/6/2020,4/6/2020,ECHU,2003065-1-BT0000,,55.01,55.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,3/9/2020,4/9/2020,ECHU,2003071-1-BT0000,,130.00,130.00,4/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,3/9/2020,4/9/2020,ECHU,2003072-1-BT0000,,49.50,49.50,4/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006095-1-BT0000,,40.00,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture // virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006096-1-BT0000,,80.00,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture // virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006097-1-BT0000,,47.50,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006098-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006099-1-BT0000,,65.00,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture // virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006100-1-BT0000,,80.00,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture // virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006101-1-BT0000,,70.00,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture // virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/17/2020,7/17/2020,NON ECHU,2006102-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture // virement annoncé le 10/07,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006121-1-BT0000,,47.83,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006122-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006124-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006125-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006126-1-BT0000,,92.5,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006127-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006131-1-BT0000,,50,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006132-1-BT0000,,55.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006135-1-BT0000,,55,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006136-1-BT0000,,55,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006137-1-BT0000,,39.5,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/18/2020,7/18/2020,NON ECHU,2006138-1-BT0000,,47.5,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,6/23/2020,7/23/2020,NON ECHU,2006168-1-BT0000,,90,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
BT0000,DECATHLON btwin,7/8/2020,8/8/2020,NON ECHU,2007044-1-BT0000,,85.01,0.00,,Vu avec Benjamin le 29/06 : attendre un mois par rapport à la facture,,,,,,,,,,,,,,,,,,,,,,,,,,
CBROK8,GROUPE RETRIEVAL,12/27/2019,1/27/2020,ECHU,1912286-1-CBROK8,,2820.00,"2,820.00",4/20/2020,Annonce par mail d' un chèque le 16/04/2020 à recevoir,,,,,,,,,,,,,,,,,,,,,,,,,,
DECBAR,DECATHLON BARENTIN,3/2/2020,4/2/2020,ECHU,2003012-1-DECBAR,,90.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECBAR,DECATHLON BARENTIN,3/6/2020,4/6/2020,ECHU,2003066-1-DECBAR,,47.51,47.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECBAR,DECATHLON BARENTIN,3/11/2020,4/11/2020,ECHU,2003120-1-DECBAR,,90.00,90.00,4/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECBAR,DECATHLON BARENTIN,3/17/2020,4/17/2020,ECHU,2003154-1-DECBAR,,260.00,260.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7730,RESTINVEST,3/24/2020,4/24/2020,ECHU,2003190-1-FL7730,,480.00,0.00,,Mail client le 28/05 + appel infructueux le 29/06 donc relance mail,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/1/2020,4/1/2020,ECHU,1908094AVT1-3-HIP001,,-84.72,-84.72,10-Mar,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/1/2020,4/1/2020,ECHU,1910088AVT1-3-HIP001,,-84.72,-84.72,10-Mar,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/1/2020,4/1/2020,ECHU,1906182-9-HIP001,,762.48,762.48,10-Mar,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/1/2020,4/1/2020,ECHU,1908094-8-HIP001,,762.48,762.48,10-Mar,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/1/2020,4/1/2020,ECHU,1910088-6-HIP001,,635.40,635.40,10-Mar,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/1/2020,4/1/2020,ECHU,1911013-6-HIP001,,127.08,127.08,10-Mar,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/2/2020,4/2/2020,ECHU,1910088AVT1-1-LI-HIP001,,-84.72,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/10/2020,4/10/2020,ECHU,HIPPO GESTION SNC,,"-2,075.64","-2,075.64",3/10/2020,"Virement recu le 10/03 pour 2075,64€- En attente du détail- Demande faite par mail le 01/04 + relance le 29/06",,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/24/2020,4/24/2020,ECHU,1906182AVT1-1-LI-HIP001,,-42.36,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/24/2020,4/24/2020,ECHU,1906182AVT1-1-HIP001,,-42.36,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/24/2020,4/24/2020,ECHU,1910088AVT2-1-LI-HIP001,,-42.36,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,3/24/2020,4/24/2020,ECHU,1910088AVT2-1-HIP001,,-42.36,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1910088-7-HIP001,,635.40,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1911013-7-HIP001,,127.08,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,2001071-3-HIP001,,42.36,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1911013AVT1-2-HIP001,,-42.36,-42.36,10-Mar,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1910088AVT1-5-HIP001,,-84.72,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1908094AVT1-5-HIP001,,-84.72,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1906182-10-HIP001,,762.48,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,4/1/2020,5/1/2020,ECHU,1908094-9-HIP001,,762.48,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,5/1/2020,6/1/2020,ECHU,1910088-8-HIP001,,635.40,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIP001,GROUPE FLO,5/1/2020,6/1/2020,ECHU,1911013-8-HIP001,,127.08,0.00,,Ont refusé factures par mail // envoi par courrier le 24/06,,,,,,,,,,,,,,,,,,,,,,,,,,
