cial,Raison sociale 1,relation,Code postal,Ville,ID SECTEUR,N° Téléphone,Libellé fonction dirigeant principal,Nom ou raison sociale dirigeant principal,Code civilité dirigeant principal,Prenom dirigeant principal,Nom représentant dirigeant principal,Siren,Siret,Adresse,Code NAF entreprise,Libellé NAF entreprise,N° Fax,Dernier chiffre d'affaires connu,Effectif Entreprise,Date de création Entreprise,Libellé forme juridique,Capital social
AER,ETABLISSEMENT DUMOULIN,,62820,LIBERCOURT,10,321085588,Président Directeur Général,DUMOULIN,M,Didier,,354200222,35420022200025,CLOSDU RIEZ,1812Z,Autre imprimerie (labeur),,3160996,24,1954-01-01,SA à conseil d'administration,260000
AER,GOURMETS DE L ARTOIS,,62820,LIBERCOURT,10,321375858,Président,VAN DE WOESTYNE,M,Francois Marc,,393549944,39354994400022,Z I LES PORTES DU NORD,1013B,Charcuterie,,12930687,48,1994-01-05,Société par actions simplifiée,153000
AER,HPL DISTRIMIX,,62820,LIBERCOURT,10,321086200,Président,LEFEBVRE,M,Henri Paul,,444919088,44491908800013,Z I LES PORTES DU NORD,2892Z,Fabrication de machines pour l'extraction ou la construction,321086209,2127416,13,2003-01-01,SASU Société par actions simplifiée à associé unique,39000
AER,PRIM'INJECTION,,62820,LIBERCOURT,10,321089340,Gérant,RICOURT,M,Jacques,,420944266,42094426600022,Z I LES PORTES DU NORD,2229B,Fabrication de produits de consommation courante en matières plastiques,,2925091,15,1998-10-30,Société à responsabilité limitée,217000
AER,SAS BRESCHARD,,62820,LIBERCOURT,10,321409737,Président,BRESCHARD,M,Jean Louis,,515190577,51519057700012,110 RUE CYPRIEN QUINET,2822Z,Fabrication de matériel de levage et de manutention,,,20,2009-09-30,Société par actions simplifiée,900000
AER,SION FILS SOC,,62820,LIBERCOURT,10,321371862,Gérant,SION,M,Olivier,,472502020,47250202000028,76 RUE CYPRIEN QUINET,1623Z,Fabrication de charpentes et d'autres menuiseries,,659200,19,1972-01-01,Société à responsabilité limitée,7774
AER,TRANSPORT LOCATION LOGIS MAGASIN MANUT,,62820,LIBERCOURT,10,321089494,Président,HOLDING DE L'ATLANTIQUE,MME,Francoise,HAZEBROUCQ,324264860,32426486000044,Z I LES PORTES DU NORD,4941A,Transports routiers de fret interurbains,,10840946,52,1982-03-12,Société par actions simplifiée,250000
AER,AA AMENAGEMENT,,62800,LIEVIN,10,321709844,Président,SMEDA,MME,Carol,,491943650,49194365000037,RUE DES JOLIS CHAMPS,4339Z,Autres travaux de finition,321205734,1779568,16,2006-10-01,Société par actions simplifiée,50000
AER,ACIER BETON ARME CONSEILS,,62800,LIEVIN,10,321440113,Président,KACZOR,M,Christian,,339955759,33995575900024,RUE DU MOULINAGE,7112B,"Ingénierie, études techniques",,2037598,27,1987-03-01,Société par actions simplifiée,50000
AER,ADEVIA,,62800,LIEVIN,10,321444428,Président du conseil d'administration,DAGBERT,M,Michel,,327910634,32791063400069,2 RUE JOSEPH MARIE JACQUARD,7490A,Activité des économistes de la construction,321446947,50825045,119,1983-08-12,Société anonyme d'économie mixte à conseil d'administration,5786100
AER,AIDE AUX MERES DE FAMILLE LENS & ENVIR,,62800,LIEVIN,10,321282020,,,,,,784027682,78402768200037,15 RUE COMBATTANT UNION FRANCAISE,8810A,Aide à domicile,,,50,1900-01-01,Association déclarée,
AER,AMBULANCES DE LA PISCINE,,62800,LIEVIN,10,321723421,Gérant,POKKER,M,Richard,,499950434,49995043400013,9 RUE JEAN BAPTISTE DEFERNEZ,8690A,Ambulances,,711710,11,2007-10-01,Société à responsabilité limitée,60000
AER,ASS INSTANCE INTERCOMMUNALE D'INSERTIO,,62800,LIEVIN,10,321706391,,,,,,393899521,39389952100032,91 T AV JEAN JAURES,8899B,Action sociale sans hébergement n.c.a.,,,50,1993-12-01,Association déclarée,
AER,ASSOCIATION ARC EN CIEL,,62800,LIEVIN,10,321448515,,,,,,352093322,35209332200027,PL GAMBETTA,9004Z,Gestion de salles de spectacles,321447725,,10,1989-07-01,Association déclarée,
AER,AUTODIS,,62800,LIEVIN,10,321796850,Président,LEMPEREUR,M,Jean Paul,,433604691,43360469100025,AV FRANCOIS MITTERRAND,4511Z,Commerce de voitures et de véhicules automobiles légers,321796859,22099639,40,2000-11-13,Société par actions simplifiée,1750000
AER,BOULANGERIE PATISSERIE DEFERNEZ,,62800,LIEVIN,10,321443460,Gérant,DEFERNEZ,M,Herve,,511326951,51132695100015,153 RUE JEAN BAPTISTE DEFERNEZ,1071C,Boulangerie et boulangerie-pâtisserie,,633871,13,2009-03-12,Société à responsabilité limitée,40000
AER,CABINET LEJEAIL ET ASSOCIES,,62800,LIEVIN,10,321146110,Gérant,LEJEAIL,M,Philippe,,344894670,34489467000027,345 RUE DE L ABREGAIN,7112A,Activité des géomètres,321146111,1072191,14,1988-03-01,Société à responsabilité limitée,50000
AER,CAISSE DES ECOLES,,62800,LIEVIN,10,391847160,,,,,,266209626,26620962600040,309 RUE CLOVIS,8899B,Action sociale sans hébergement n.c.a.,,,200,1988-03-11,Caisse des écoles,
AER,CENTRE COMMUNAL D'ACTION SOCIALE,,62800,LIEVIN,10,321444343,,,,,,266205103,26620510300119,16 AV EMILE ROUX,8899B,Action sociale sans hébergement n.c.a.,,,100,1978-01-01,Centre communal d'action sociale,
AER,CHAUFF'ARTOIS,,62800,LIEVIN,10,321283250,Président,CHAUFF'INVEST,,Yves,JACQUEMAIRE,391119450,39111945000024,40 RUE DE LA CONVENTION,4322B,Travaux d'installation d'équipements thermiques et de climatisation,,2963125,23,1993-05-03,SASU Société par actions simplifiée à associé unique,72000
AER,D.W.H.,,62800,LIEVIN,10,321726963,Gérant,DAMBRINE,M,Jean  Paul,,488137043,48813704300011,10 RUE FLORIMOND LEMAIRE,5610A,Restauration traditionnelle,,1562779,21,2006-01-18,Société à responsabilité limitée,10000
AER,DESTOMBES,,62800,LIEVIN,10,321729980,Gérant,DESTOMBES,M,Jean-Pierre,,394272595,39427259500023,RUE JEAN GUTEMBERG,1089Z,Fabrication d'autres produits alimentaires n.c.a.,,,10,1994-01-10,Société à responsabilité limitée,24000
AER,ETABLISSEMENTS THIRION,,62800,LIEVIN,10,321794550,Président,LEMPEREUR,M,Jean Paul,,361200488,36120048800035,AV FRANCOIS MITTERRAND,4511Z,Commerce de voitures et de véhicules automobiles légers,,20808848,46,1961-01-01,Société par actions simplifiée,200000
AER,EURL BELILE,,62800,LIEVIN,10,321447230,Gérant,DESCAMPS,M,Amaury,,403115272,40311527200011,AV FRANCOIS MITTERRAND,5610C,Restauration de type rapide,,3807641,35,1995-12-16,Société à responsabilité limitée,8000
AER,EUROROL,,62800,LIEVIN,10,321727575,Président,REVEILHAC,M,Guillaume,,421559576,42155957600010,RUE FRANCOIS JACOB,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,,11658320,121,1999-01-01,Société par actions simplifiée,10500000
AER,GESTION ANIMATION PLIE LENS LIEVIN,,62800,LIEVIN,10,321725725,,,,,,400699740,40069974000041,91 B AV JEAN JAURES,8899B,Action sociale sans hébergement n.c.a.,,,10,1995-03-01,"Association déclarée ""entreprises d'insertion par l'économique""",
AER,GPT IMAGERIE MEDICALAE LIEVIN HENIN,,62800,LIEVIN,10,321448080,Président du conseil d'administration,JAZMATI,M,Mohamed,,441410511,44141051100014,RUE D ENTRE DEUX MONTS,8299Z,Autres activités de soutien aux entreprises n.c.a.,,,10,2002-03-22,Groupement d'intérêt économique,18000
AER,GROUPEMENT ASSOCIATIONS ACTIONS SOCIAL,,62800,LIEVIN,10,321773900,,,,,,411070295,41107029500026,24 RUE EMILE BASLY,8299Z,Autres activités de soutien aux entreprises n.c.a.,,,50,1997-01-01,Association déclarée,
AER,L'ARTESIENNE,,62800,LIEVIN,10,321727890,Président du conseil d'administration,PORTAUX,M,Pierre,,367200458,36720045800027,RUE FRANCOIS JACOB,1812Z,Autre imprimerie (labeur),,8585993,62,1967-01-01,SA coopérative à conseil d'administration,515680
AER,LE SPORTIF,,62800,LIEVIN,10,321291532,Gérant,PROYART,M,Jacques,,321716144,32171614400035,RUE JOSEPH MARIE JACQUARD,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,,2633023,15,1981-04-01,Société à responsabilité limitée,7622
AER,LES SALAISONS DU TERROIR,,62800,LIEVIN,10,321452617,Gérant,HUE,M,Didier Bernard Marie,,484046438,48404643800012,RUE FRANCOIS JACOB,1013A,Préparation industrielle de produits à base de viande,321454150,7299383,32,2005-09-01,Société à responsabilité limitée,1500
AER,MASCLEF MICHELE,,62800,LIEVIN,10,321291238,,,,,,398387860,39838786000032,2 RUE CHANZY,8121Z,Nettoyage courant des bâtiments,321290640,,20,1994-07-20,Artisan,
AER,MENUISERIE-PLATRERIE-ISOLATION,,62800,LIEVIN,10,321443252,Gérant,BRAY,,Fabienne,,408568020,40856802000023,320 RUE BERTHELOT,4332A,Travaux de menuiserie bois et PVC,,1764528,19,1996-09-01,Société à responsabilité limitée,8500
AER,MICHEL ASSAINISSEMENT,,62800,LIEVIN,10,963567146,Gérant,GLACHET,M,Michel,,494277841,49427784100016,114 A RUE JULES FERRY,3700Z,Collecte et traitement des eaux usées,321725843,882076,13,2007-02-01,Société à responsabilité limitée,8000
AER,MISSION LOCALE AGGLO LENS-LIEVIN,,62800,LIEVIN,10,321748040,,,,,,325951150,32595115000029,91 AV JEAN JAURES,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,50,1982-12-01,Association déclarée,
AER,PHARMACIE BRONSARD COCHETEUX,,62800,LIEVIN,10,321702414,Gérant,BRONSART,M,Bruno,,490529195,49052919500011,135 T RUE JULES GUESDE,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,321284160,5958272,20,2006-06-12,Société d'exercice libéral à responsabilité limitée,20000
AER,SARL ALLIANCE HABITAT,,62800,LIEVIN,10,321700124,Gérant,DOLLE,M,Georges,,453217937,45321793700011,103 AV JEAN JAURES,4322B,Travaux d'installation d'équipements thermiques et de climatisation,,3287978,34,2004-04-13,Société à responsabilité limitée,7500
AER,SCP DONAT - PRINGERE DONZEL - VERMUNT,,62800,LIEVIN,10,321440102,Associé-gérant,BERNARD,M,Donat,,318812377,31881237700014,5 RUE FAIDHERBE,6910Z,Activités juridiques,321440456,,10,1980-01-01,Société civile professionnelle de notaires,168761
AER,SESAME AUTISME NORD PAS DE CALAIS,,62800,LIEVIN,10,321454745,,,,,,381344092,38134409200105,33 B RUE D AVION,8710C,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé,,,100,1991-03-01,Association déclarée,
AER,SOC EXPLOITATION DES ETS BAHEUX,,62800,LIEVIN,10,321296927,Gérant,BAHEUX MAURICE,,,,319492385,31949238500020,RUE FRANCOIS JACOB,4649Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,,1983194,16,1980-06-01,Société à responsabilité limitée,12000
AER,SOCIETE ROBBE,,62800,LIEVIN,10,321440970,Président,DELAHAY,M,Patrick,,330882333,33088233300025,RUE MONTGOLFIER,4332A,Travaux de menuiserie bois et PVC,,4288806,34,1984-10-01,Société par actions simplifiée,42747
AER,SONORISATION LUMIERES POUR SPECTACLE,,62800,LIEVIN,10,321456868,Gérant,HAUTECOEUR,M,Christophe,,439625385,43962538500018,32 RUE DE LATTRE DE TASSIGNY,9002Z,Activités de soutien au spectacle vivant,,3005919,15,2001-10-22,SARL unipersonnelle,174730
AER,TRAVETCO,,62800,LIEVIN,10,321296666,Président,SZYJKA,M,Patrick,,401173612,40117361200037,16 RUE FRANCOIS JACOB,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,321454889,3785645,28,1995-05-22,Société par actions simplifiée,60000
AER,ASS RECUP'TRI,,62218,LOISON SOUS LENS,10,321284608,,,,,,391166089,39116608900022,136 RUE LEON BLUM,9609Z,Autres services personnels n.c.a.,321703240,,50,1993-01-04,"Association déclarée ""entreprises d'insertion par l'économique""",
AER,BOT ERIC,,62218,LOISON SOUS LENS,10,321786012,,,,,,379380249,37938024900019,124 RUE LEON BLUM,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,321782180,,10,1990-09-01,Affaire personnelle commerçant,
AER,CORREIA AMERICO,,62218,LOISON SOUS LENS,10,321429094,,,,,,380236414,38023641400013,11 RUE DU DOCTEUR SCHAFFNER,4322B,Travaux d'installation d'équipements thermiques et de climatisation,321674128,,20,1990-11-26,Artisan,
AER,ELEC-INDUS,,62218,LOISON SOUS LENS,10,321203097,Gérant,BARAFFE,M,Germain,,452136963,45213696300033,RUE DES COLIBRIS,4321A,Travaux d'installation électrique dans tous locaux,,3741020,38,2004-02-16,Société à responsabilité limitée,280000
AER,GENERALE DES MOUSSES,,62218,LOISON SOUS LENS,10,321421614,Président,DUFOUR,M,Sebastien Marie Joseph,,392491908,39249190800035,189 RTE DE LILLE R.N 17,3109A,Fabrication de sièges d'ameublement d'intérieur,,,10,1993-09-24,Société par actions simplifiée,724133
AER,ICP,,62218,LOISON SOUS LENS,10,321437805,Gérant,DUHAMEL,M,Dany,,352551378,35255137800032,PRC D'ACTIV LES OISEAUX,4331Z,Travaux de plâtrerie,,7508496,38,1989-10-01,Société à responsabilité limitée,51000
AER,PROVALIBAT,,62218,LOISON SOUS LENS,10,321702560,Gérant,LEDEE,,Patrice,,488225335,48822533500022,133 RTE DE LILLE R.N 17,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,321702560,4161362,26,2006-02-01,SARL unipersonnelle,90000
AER,RAMOS COUVERTURE,,62218,LOISON SOUS LENS,10,321700116,Gérant,BRAS RAMOS,M,Paulo,,508727781,50872778100025,49 RUE JEAN LORTHOIS,4391B,Travaux de couverture par éléments,,1149031,14,2008-10-27,Société à responsabilité limitée,20000
AER,REALISATIONS TUBULAIRES,,62218,LOISON SOUS LENS,10,321675880,Gérant,WAELENS,M,Christian,,478083819,47808381900027,97 RUE GEORGES DEVOUGES,4399B,Travaux de montage de structures métalliques,,4694715,19,2004-08-23,Société à responsabilité limitée,20000
AER,SODILOISON,,62218,LOISON SOUS LENS,10,321130513,Président,HELOU,M,Franck,,421835505,42183550500015,RUE DE L ABBAYE,4711F,Hypermarchés,,36251025,119,1999-01-26,Société par actions simplifiée,37500
AER,AGENOR LENS,,62750,LOOS EN GOHELLE,10,321201489,Co-gérant,FOURNIER,M,Bertrand,,518048202,51804820200023,58 RUE GALILEE,8121Z,Nettoyage courant des bâtiments,,,50,2009-12-01,SARL unipersonnelle,30000
AER,ASS LA CHAINE DES TERRILS,,62750,LOOS EN GOHELLE,10,321281728,,,,,,392595526,39259552600048,RUE DE BOURGOGNE,9499Z,Autres organisations fonctionnant par adhésion volontaire,321432595,,10,1989-04-01,Association déclarée,
AER,COMPTOIR CARROSSERIE AUTOMOBILE,,62750,LOOS EN GOHELLE,10,321789191,Président,ACHTE,M,Eddie,,331520072,33152007200041,82 T RTE DE BETHUNE,4531Z,Commerce de gros d'équipements automobiles,321424533,2988877,15,1985-01-01,Société par actions simplifiée,38112
AER,CULTURE COMMUNE,,62750,LOOS EN GOHELLE,10,321142535,,,,,,379181357,37918135700029,RUE DE BOURGOGNE,9499Z,Autres organisations fonctionnant par adhésion volontaire,321142530,,20,1990-03-01,Association déclarée,
AER,JARDINERIE LOOS DELBARD,,62750,LOOS EN GOHELLE,10,321703637,Président,JARDI EXPANSION,,,,518854591,51885459100022,RTE DE BETHUNE,4776Z,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",,1904675,18,2009-12-15,SASU Société par actions simplifiée à associé unique,100000
AER,LOOSDIVE,,62750,LOOS EN GOHELLE,10,321672700,Président,DECROOS,M,Hans,,353754914,35375491400011,RUE DU GRAND MONT,4711F,Hypermarchés,321677095,14106149,57,1990-02-28,Société par actions simplifiée,48000
AER,MDH CONSTRUCTIONS,,62750,LOOS EN GOHELLE,10,603063338,Gérant,DELHAYE,MME,Jocelyne,,522012830,52201283000025,205 RTE DE BETHUNE,4120A,Construction de maisons individuelles,321136927,1024134,10,2010-04-01,Société à responsabilité limitée,6000
AER,SAS DES CHEVRONS LENSOIS,,62750,LOOS EN GOHELLE,10,321130217,Président,DUBOIS,M,"Andre, Maurice",,434997649,43499764900018,2 RTE DE BETHUNE,4511Z,Commerce de voitures et de véhicules automobiles légers,,29512615,48,2001-03-14,Société par actions simplifiée,400000
AER,SIGNALISATION ET PUBLICITE,,62750,LOOS EN GOHELLE,10,321786253,Président Directeur Général,BRIDOUX,M,Eric,,373200260,37320026000017,RUE THIERS,2229B,Fabrication de produits de consommation courante en matières plastiques,,6765482,30,1973-01-01,Société par actions simplifiée,200000
AER,SINEO LENS,,62750,LOOS EN GOHELLE,10,321205419,Gérant,DERVILLE,M,Thibaut,,492990890,49299089000021,186 RTE DE BETHUNE,8121Z,Nettoyage courant des bâtiments,,292128,13,2006-10-18,Société à responsabilité limitée,5000
AER,ACTIV'CITES,,62670,MAZINGARBE,10,321293857,,,,,,494837735,49483773500013,42 RUE ALFRED LEFEBVRE,8899B,Action sociale sans hébergement n.c.a.,,,20,2007-01-30,Association déclarée,
AER,FRANCK FER,,62670,MAZINGARBE,10,321729611,Président,VARET,M,Philippe,,339094575,33909457500059,16 RUE MONTAIGNE,4311Z,Travaux de démolition,,14651861,30,1986-10-15,Société par actions simplifiée,101010
AER,HENRI DELDEM,,62670,MAZINGARBE,10,321453500,Gérant,IMBERT,M,Andre  Jean  Michel,,479503815,47950381500025,10 BD EMILE BASLY,8710A,Hébergement médicalisé pour personnes âgées,,3042655,49,2004-11-18,Société à responsabilité limitée,8000
AER,LMK ENERGY,,62670,MAZINGARBE,10,321295059,Président,SPRL FINANCIERE LAVARDE OPIGEZ,M,Franck,LAVARDE,522817436,52281743600010,RUE AIME DUBOST,3832Z,Récupération de déchets triés,,297809,11,2010-06-01,Société par actions simplifiée,3170000
AER,LOOS ALIMENTS BRONGNIART ET FILS S.A.,,62670,MAZINGARBE,10,321456390,Président,ELAU DEVELOPPEMENT,,,,371200064,37120006400025,105 RTE NATIONALE,4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",,6716601,17,1971-01-01,Société par actions simplifiée,148000
AER,SA VOYAGES MULLIE,,62670,MAZINGARBE,10,321290236,Président,CHEVALIER,M,Loic,,309585594,30958559400034,7 RUE RAYMOND DUPUICH,4939A,Transports routiers réguliers de voyageurs,321729427,3872217,43,1977-01-01,Société par actions simplifiée,37022
AER,AUTO EXPO,CLI,62640,MONTIGNY EN GOHELLE,10,321202204,Gérant,CORTEEL,M,Marc Jacques Roger,,432133551,43213355100015,195 RTE D HARNES,4511Z,Commerce de voitures et de véhicules automobiles légers,,5222120,19,2000-06-01,SARL unipersonnelle,10000
AER,CTRE COM ACTION SOCIALE MONTIGNY-GOHEL,,62640,MONTIGNY EN GOHELLE,10,321081300,,,,,,266205871,26620587100012,8 RUE ROGER SALENGRO,8899B,Action sociale sans hébergement n.c.a.,,,10,1978-01-01,Centre communal d'action sociale,
AER,ENTREPRISE PAYSAGISTE BONNET,,62640,MONTIGNY EN GOHELLE,10,321138292,Président Directeur Général,BONNET,M,Christian,,370201089,37020108900015,37 RUE DU 8 MAI,8130Z,Services d'aménagement paysager,,3937573,42,1970-01-01,SA à conseil d'administration,270000
AER,FRANCOIS PNEUS,,62640,MONTIGNY EN GOHELLE,10,321202951,Gérant,FRANCOIS,M,Marcel,,331997676,33199767600019,83 AV FRANCOIS MITTERAND,4532Z,Commerce de détail d'équipements automobiles,,1140953,11,1985-02-15,Société à responsabilité limitée,50000
AER,LE CARREFOUR DE LA FLEUR,,62640,MONTIGNY EN GOHELLE,10,321139685,Gérant,VAN BEVEREN,M,Christophe,,424071124,42407112400012,BD DU MARECHAL LECLERC,4776Z,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",,6105617,49,1999-07-01,Société à responsabilité limitée,8000
AER,MONTIGNY GOHELLE DISTRIBUTION,,62640,MONTIGNY EN GOHELLE,10,321200947,Président,QUEVAUVILLERS,M,Herve,,369200308,36920030800020,49 AV FRANCOIS MITTERAND,4711D,Supermarchés,,14914584,38,1969-01-01,Société par actions simplifiée,40000
AER,SOC EXPLOITATION ETS DHAISNE HOUDART,,62640,MONTIGNY EN GOHELLE,10,321496170,Gérant,GODART,M,Nicolas,,390313799,39031379900020,AV NORMANDIE NIEMEN,4391B,Travaux de couverture par éléments,,,20,1993-01-01,Société à responsabilité limitée,7622
AER,SOC NOUVELLE HENIN CONSTRUCTION,,62640,MONTIGNY EN GOHELLE,10,321200200,Président,DETAVERNIER,M,Serge,,351564026,35156402600018,4 AV NORMANDIE NIEMEN,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,321201407,3696014,49,1989-06-12,Société par actions simplifiée,60000
AER,STEMA COUVERTURE,,62640,MONTIGNY EN GOHELLE,10,967075327,Président,STELMASZYK,M,Frederic,,518234620,51823462000012,16 RUE DE BILLY,4391B,Travaux de couverture par éléments,,1298134,14,2009-11-16,Société par actions simplifiée,20000
AER,LES ARCHES EN GOHELLE,,62950,NOYELLES GODAULT,10,624637372,Gérant,ZARROUG,M,Nadjah,,380409722,38040972200010,AV DE LA REPUBLIQUE,5610C,Restauration de type rapide,,2815951,37,1990-12-12,SARL unipersonnelle,80000
AER,LUXANT SECURITY GRAND NORD,,62950,NOYELLES GODAULT,10,321499827,Gérant,BAHLIL,M,Benamar,,478372691,47837269100038,34 RUE DE BEAUMONT,8010Z,Activités de sécurité privée,,,20,2004-08-19,SARL unipersonnelle,200000
AER,SARL BERYL ROSE,,62950,NOYELLES GODAULT,10,321756767,Gérant,KHWAJA,M,Aureng Zeyb,,392533857,39253385700018,AV DE LA REPUBLIQUE,4777Z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,2585891,28,1993-10-01,Société à responsabilité limitée,460000
AER,SOCIETE ANONYME JULES ANQUEZ,,62950,NOYELLES GODAULT,10,321202717,Président Directeur Général,ANQUEZ,M,Pascal,,372200519,37220051900018,87 RUE JULES FERRY,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,321492108,8642372,47,1972-01-01,SA à conseil d'administration,525000
AER,SOMARENE,,62950,NOYELLES GODAULT,10,321768102,Président,FINANCIERE BROUILLARD,,,,452201601,45220160100013,AV DE LA REPUBLIQUE,5510Z,Hôtels et hébergement similaire,,2655498,26,2004-02-20,Société par actions simplifiée,100000
AER,UNE'HEURE,,62950,NOYELLES GODAULT,10,321494300,Président,GROUPE JEAN DELATOUR,M,Jean Pierre Louis Etienne,FRETY,428716047,42871604700025,RUE MAURICE THOREZ,4777Z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,1572434,13,2000-01-10,Société par actions simplifiée,1170450
AER,MD CONCEPT SARL,,62221,NOYELLES SOUS LENS,10,321420707,Gérant,RENVERSE,M,Jean Michel,,429063225,42906322500057,RUE DU DOCTEUR SCHAFFNER,4332B,Travaux de menuiserie métallique et serrurerie,,3571036,36,2000-01-02,Société à responsabilité limitée,340000
AER,SOC APPLICATIONS TECHNIQUES MODERNES,,62221,NOYELLES SOUS LENS,10,321429929,Gérant,FIABANE,M,Patrick,,322324278,32232427800033,507 RUE DU 10 MARS,2361Z,Fabrication d'éléments en béton pour la construction,,909989,16,1981-07-01,Société à responsabilité limitée,50000
AER,ASSOCIATION RENCONTRES ET LOISIRS,,62590,OIGNIES,10,321799558,,,,,,784054975,78405497500049,81 RUE VICTOR HUGO,8899B,Action sociale sans hébergement n.c.a.,321799558,,10,1900-01-01,Association déclarée,
AER,AVENIR SECURITE PRIVEE FRANCE,,62590,OIGNIES,10,321742114,Gérant,VERSELE,MME,Philies,,529535833,52953583300014,2 AV FERNAND DARCHICOURT,8010Z,Activités de sécurité privée,321742100,,20,2011-01-02,Société à responsabilité limitée,2000
AER,DANIELI LINO,,62590,OIGNIES,10,321371767,,,,,,306004813,30600481300011,9 RUE JEAN JAURES,4322B,Travaux d'installation d'équipements thermiques et de climatisation,,,10,1976-01-01,Affaire personnelle commerçant,
AER,GARAGE FREART,,62590,OIGNIES,10,321370459,Gérant,FREART,M,Philippe,,333265841,33326584100028,16 RUE DU 1ER MAI,4511Z,Commerce de voitures et de véhicules automobiles légers,,7047743,21,1985-07-01,Société à responsabilité limitée,45734
AER,GRAUWIN TRAVAUX PUBLICS,,62590,OIGNIES,10,321370573,Président Directeur Général,GRAUWIN,MME,Annick,,338539141,33853914100022,103 RUE DES 80 FUSILLES,4312A,Travaux de terrassement courants et travaux préparatoires,,2619429,25,1986-07-01,SA à conseil d'administration,104000
AER,LIGUE NORD PAS DE CALAIS D ATHLETISME,,62590,OIGNIES,10,321086230,,,,,,383451481,38345148100022,19 RUE DU 19 MARS 1962,9312Z,Activités de clubs de sports,321086238,,10,1986-01-01,Association déclarée,
AER,SOC APPLICATION MATERIAUX ROUTIERS,,62590,OIGNIES,10,321699372,Gérant,LOPES,M,Jose,,498258169,49825816900016,103 RUE DES 80 FUSILLES,4211Z,Construction de routes et autoroutes,,4018894,10,2007-06-18,Société à responsabilité limitée,30000
AER,ETABLISSEMENTS FILIST,,62114,SAINS EN GOHELLE,10,321296194,Président,FILIST,M,Thomas,,449822220,44982222000025,41 AV FRANCOIS MITTERRAND,4322A,Travaux d'installation d'eau et de gaz en tous locaux,,3770082,35,2003-09-01,Société par actions simplifiée,657500
AER,GUEGUEN,,62114,SAINS EN GOHELLE,10,321729218,Président du conseil d'administration,BEVE,M,Pierre,,321675928,32167592800014,CHE DE LA FOSSE 13,2562B,Mécanique industrielle,,1438712,18,1981-04-01,SA à conseil d'administration,72000
AER,SA CRESSENT,,62114,SAINS EN GOHELLE,10,321291858,Président,CRESSENT,M,Eric,,316420199,31642019900028,CHE DE LA FOSSE 13,2529Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",321298082,4273823,25,1979-01-01,Société par actions simplifiée,300000
AER,SARL DELAHAYE,,62114,SAINS EN GOHELLE,10,321291815,Gérant,DELAHAYE,M,Pascal,,410602577,41060257700018,4 PL JEAN JAURES,1071C,Boulangerie et boulangerie-pâtisserie,,1461763,23,1996-12-25,Société à responsabilité limitée,100000
AER,SARL LHERMITTE FRERES,,62114,SAINS EN GOHELLE,10,321456400,Gérant,LHERMITTE,M,Jean Michel,,784013724,78401372400025,2 RUE JEAN BART,4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",,6904576,19,1998-12-31,Société à responsabilité limitée,76225
AER,SOGEBAT,,62114,SAINS EN GOHELLE,10,321721132,Président,SAS GONCALVES INVESTISSEMENTS,M,José,GONCALVES,437512858,43751285800022,LA FOSSE 13,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,5359207,28,2001-05-09,Société par actions simplifiée,39000
AER,TRANSPORTS GALLET PHILIPPE,CLI,62114,SAINS EN GOHELLE,10,321454000,Président,GALLET,M,Philippe,,352378566,35237856600025,AV CHARLES DE FOUCAULT,4941B,Transports routiers de fret de proximité,,1246880,20,1989-10-01,Société par actions simplifiée,38500
AER,A.D.THERMIC,,62430,SALLAUMINES,10,321146161,Président,GUISLAIN,M,Olivier,,443064050,44306405000026,66 B RUE CONSTANT DARRAS,4322A,Travaux d'installation d'eau et de gaz en tous locaux,,3110116,24,2002-08-25,SASU Société par actions simplifiée à associé unique,50000
AER,AAA EURO'ALARM-EURO STYLE DECO,,62430,SALLAUMINES,10,321086060,Co-gérant,VERWAERDE,M,Jean Marie,,383413986,38341398600035,16 RUE CONSTANT DARRAS,4754Z,Commerce de détail d'appareils électroménagers en magasin spécialisé,321782500,946510,11,1991-10-28,Société à responsabilité limitée,7622
