Référence;Désignation;Sous catégorie;Fabriquant ;commentaire ;Prix d'achat;Fournisseur
125477;Kit TE 30 A-36 + TE DRS-C;HILTI;HILTI;ref fab3702820;1289,98;LA PLATEFORME DU BÂTIMENT SIEGE
125505;Kit TE 6 A-22 + TE DRS-A-6;HILTI;HILTI;ref fab3702958;1274,98;LA PLATEFORME DU BÂTIMENT SIEGE
130253;Perforateur TE 6-A22 corps seul;HILTI;HILTI;ref fab3777144;729;LA PLATEFORME DU BÂTIMENT SIEGE
130257;Perforateur TE 6-A22 équipé (2 batteries et chargeur rapide);HILTI;HILTI;ref fab3801952;1649;LA PLATEFORME DU BÂTIMENT SIEGE
131707;Kit TE 2-A + 2X B22/4.0 + C4  36/350;HILTI;HILTI;ref fab3804338;1397,99;LA PLATEFORME DU BÂTIMENT SIEGE
125480;Kit TE 50-AVR + TE DRS-Y;HILTI;HILTI;ref fab3703153;1619;LA PLATEFORME DU BÂTIMENT SIEGE
81017;Perforateur TE 50-AVR coffret;HILTI;HILTI;ref fab2126350;1304;LA PLATEFORME DU BÂTIMENT SIEGE
81018;Câble électrique 230V 4m universel;HILTI;HILTI;ref fab2127085;48,9;LA PLATEFORME DU BÂTIMENT SIEGE
125482;Kit TE 60-AVR + TE DRS-Y;HILTI;HILTI;ref fab3703155;1945,99;LA PLATEFORME DU BÂTIMENT SIEGE
92740;Perforateur TE 60-AVR 230 V;HILTI;HILTI;ref fab2132126;1628,99;LA PLATEFORME DU BÂTIMENT SIEGE
92739;Perforateur TE 60-ATC/AVR 230 V;HILTI;HILTI;ref fab2132181;2121;LA PLATEFORME DU BÂTIMENT SIEGE
125483;Kit TE 60-ATC/AVR + TE DRS-Y;HILTI;HILTI;ref fab3703156;2436,99;LA PLATEFORME DU BÂTIMENT SIEGE
130259;PROMO 2022 - Perforateur TE 60 équipé;HILTI;HILTI;ref fab3777150;1469;LA PLATEFORME DU BÂTIMENT SIEGE
125481;Kit TE 60 A-36 + TE DRS-Y;HILTI;HILTI;ref fab3703154;1712,99;LA PLATEFORME DU BÂTIMENT SIEGE
125485;Kit TE 70-ATC/AVR + TE DRS-Y;HILTI;HILTI;ref fab3703158;3173,97;LA PLATEFORME DU BÂTIMENT SIEGE
130260;PROMO 2022 - Perforateur TE 70 équipé;HILTI;HILTI;ref fab3777151;1839;LA PLATEFORME DU BÂTIMENT SIEGE
69391;Perforateur TE 70-AVR 230V;HILTI;HILTI;ref fab2063006;2234,99;LA PLATEFORME DU BÂTIMENT SIEGE
117862;Perforateur TE 70-ATC/AVR 230 V;HILTI;HILTI;ref fab3686625;2858,97;LA PLATEFORME DU BÂTIMENT SIEGE
63273;HILTI PINCE MAN.ROUGE HDM 330;HILTI;HILTI;ref fab2071506;125;LA PLATEFORME DU BÂTIMENT SIEGE
112162;App. injection s/fil CD 4-A22 boî;HILTI;HILTI;ref fab2217418;349;LA PLATEFORME DU BÂTIMENT SIEGE
112194;Porte-cartouche CD 4 310ml plastique;HILTI;HILTI;ref fab2218784;78,6;LA PLATEFORME DU BÂTIMENT SIEGE
112195;Porte-cartouche CD 4 600ml aluminium;HILTI;HILTI;ref fab2218556;78,6;LA PLATEFORME DU BÂTIMENT SIEGE
124850;Nettoyant PI CF R1 MOUSSE PU;HILTI;HILTI;ref fab225386;25;LA PLATEFORME DU BÂTIMENT SIEGE
126668;Kit ponceuse à bras DWS 225 + aspirateur VC 40M-X + disques de ponçage P150;HILTI;HILTI;ref fab3719674;3121,98;LA PLATEFORME DU BÂTIMENT SIEGE
126638;Disque de ponçage DWS 225 P100 grain;HILTI;HILTI;ref fab2305501;72,75;LA PLATEFORME DU BÂTIMENT SIEGE
126639;Disque de ponçage DWS 225 P120 grain;HILTI;HILTI;ref fab2305502;72,75;LA PLATEFORME DU BÂTIMENT SIEGE
126641;Disque de ponçage DWS 225 P180 grain;HILTI;HILTI;ref fab2305504;72,75;LA PLATEFORME DU BÂTIMENT SIEGE
126664;Kit ponceuse à bras DWS 225 + disques de ponçage P120;HILTI;HILTI;ref fab3719431;1654,98;LA PLATEFORME DU BÂTIMENT SIEGE
127032;Disque de ponçage DWS 225 P240 grain;HILTI;HILTI;ref fab2305506;72,75;LA PLATEFORME DU BÂTIMENT SIEGE
126667;Kit ponceuse à bras DWS 225 + aspirateur VC 40M-X + disques de ponçage P120;HILTI;HILTI;ref fab3719673;3121,98;LA PLATEFORME DU BÂTIMENT SIEGE
126650;Sanding disc interface pad DWS;HILTI;HILTI;ref fab2317450;70,5;LA PLATEFORME DU BÂTIMENT SIEGE
126631;Rallonge 50cm DWS 225;HILTI;HILTI;ref fab2301717;93,9;LA PLATEFORME DU BÂTIMENT SIEGE
126643;Support pour disque de finition DWS;HILTI;HILTI;ref fab2312472;129;LA PLATEFORME DU BÂTIMENT SIEGE
126637;Disque de ponçage DWS 225 P80 grain;HILTI;HILTI;ref fab2305500;72,75;LA PLATEFORME DU BÂTIMENT SIEGE
126665;Kit ponceuse à bras DWS 225 + disques de ponçage P150;HILTI;HILTI;ref fab3719432;1654,98;LA PLATEFORME DU BÂTIMENT SIEGE
126636;Ponceuse à bras DWS 225 220-240V;HILTI;HILTI;ref fab2305385;1567;LA PLATEFORME DU BÂTIMENT SIEGE
126640;Disque de ponçage DWS 225 P150 grain;HILTI;HILTI;ref fab2305503;72,75;LA PLATEFORME DU BÂTIMENT SIEGE
127861;Ponceuse à bras DWS 225 + aspirateur VC 20L-X + disques grain 150;HILTI;HILTI;ref fab3729101;2615,98;LA PLATEFORME DU BÂTIMENT SIEGE
127862;Ponceuse à bras DWS 225 + aspirateur VC 20L-X + disques grain 120;HILTI;HILTI;ref fab3729102;2615,98;LA PLATEFORME DU BÂTIMENT SIEGE
137163;Bloc de ponçage manuel pour ponceuse à bras DWS;HILTI;HILTI;ref fab2338780;36,8;LA PLATEFORME DU BÂTIMENT SIEGE
17377;PONCEUSE VIBRANTE WFO 280 PUISSANCE RESTITUEE 200 WATTS 3145109;HILTI;HILTI;ref fab314510;1017;LA PLATEFORME DU BÂTIMENT SIEGE
26921;PONCEUSE EXCENT. WFE 450E - HILTI;HILTI;HILTI;ref fab337295;1108,99;LA PLATEFORME DU BÂTIMENT SIEGE
125468;Ponceuse diamant DGH 150 230V;HILTI;HILTI;ref fab2294768;3674,97;LA PLATEFORME DU BÂTIMENT SIEGE
130265;Ponceuse diamant DGH 130;HILTI;HILTI;ref fab3777176;679;LA PLATEFORME DU BÂTIMENT SIEGE
131193;Plateau de ponçage W-AFE DVS solid;HILTI;HILTI;ref fab326043;83;LA PLATEFORME DU BÂTIMENT SIEGE
132395;Support pour disc de finition DGH 130;HILTI;HILTI;ref fab2325247;25,3;LA PLATEFORME DU BÂTIMENT SIEGE
101201;Ponceuse diamant DGH 130 230V;HILTI;HILTI;ref fab2194876;669,99;LA PLATEFORME DU BÂTIMENT SIEGE
124759;Bac récupérateur de poussière ponceuse D;HILTI;HILTI;ref fab2275053;22,9;LA PLATEFORME DU BÂTIMENT SIEGE
117961;Ponceuse diamant DGH 130 230V;HILTI;HILTI;ref fab2267004;667,99;LA PLATEFORME DU BÂTIMENT SIEGE
117960;Ponceuse diamant DGH 130 230V DLX;HILTI;HILTI;ref fab2267003;749;LA PLATEFORME DU BÂTIMENT SIEGE
124760;Jauge de profondeur DGH 130 CG 0,75 /18m;HILTI;HILTI;ref fab2275056;22,9;LA PLATEFORME DU BÂTIMENT SIEGE
124755;Jauge de profondeur DGH 130 CG 1.5 /38mm;HILTI;HILTI;ref fab2273028;22,9;LA PLATEFORME DU BÂTIMENT SIEGE
124757;Bac récupérateur de poussière ponceuse D;HILTI;HILTI;ref fab2273030;22,9;LA PLATEFORME DU BÂTIMENT SIEGE
124754;Jauge de profondeur DGH 130 CG 1 /25mm e;HILTI;HILTI;ref fab2273027;22,9;LA PLATEFORME DU BÂTIMENT SIEGE
124758;Jauge de profondeur DGH 130 CG 0.5 /13mm;HILTI;HILTI;ref fab2273031;22,9;LA PLATEFORME DU BÂTIMENT SIEGE
124756;Bac récupérateur de poussière ponceuse D;HILTI;HILTI;ref fab2273029;115;LA PLATEFORME DU BÂTIMENT SIEGE
143826;Kit PROMO - MECHE TE-CX 18/48;HILTI;HILTI;ref fab3885806;114;LA PLATEFORME DU BÂTIMENT SIEGE
142873;Disque béton 300/20 SPX univ;HILTI;HILTI;ref fab2390301;198;LA PLATEFORME DU BÂTIMENT SIEGE
142872;Disque a chanfreiner 125/22 SP;HILTI;HILTI;ref fab2390874;125;LA PLATEFORME DU BÂTIMENT SIEGE
142871;Disque a chanfreiner 125/22 SPX;HILTI;HILTI;ref fab2384236;179;LA PLATEFORME DU BÂTIMENT SIEGE
142870;Disque Mixte 230/22 SPX metal/PVC;HILTI;HILTI;ref fab2384232;80,8;LA PLATEFORME DU BÂTIMENT SIEGE
142869;Disque Mixte 125/22 SPX metal/PVC;HILTI;HILTI;ref fab2384229;38,8;LA PLATEFORME DU BÂTIMENT SIEGE
142868;Meuleuse AG 125-20SE 230V carton;HILTI;HILTI;ref fab2369714;379;LA PLATEFORME DU BÂTIMENT SIEGE
140710;Pack de 2 batteries B22-170 + 1 chargeur C6-22 Nuron;HILTI;HILTI;ref fab3864836;799;LA PLATEFORME DU BÂTIMENT SIEGE
143824;Kit PROMO - EMBOUTS TOURNEVIS;HILTI;HILTI;ref fab3885804;62;LA PLATEFORME DU BÂTIMENT SIEGE
143833;Kit PROMO NURON - SF 4H-22 EQUIPEE;HILTI;HILTI;ref fab3885803;749;LA PLATEFORME DU BÂTIMENT SIEGE
143825;Kit PROMO - KIT EMBOUT;HILTI;HILTI;ref fab3885805;209;LA PLATEFORME DU BÂTIMENT SIEGE
142874;Disque béton 350/20 SPX univ;HILTI;HILTI;ref fab2390302;213;LA PLATEFORME DU BÂTIMENT SIEGE
143832;Kit PROMO NURON - SF 4H-22 CARTON;HILTI;HILTI;ref fab3884082;199;LA PLATEFORME DU BÂTIMENT SIEGE
142866;Meuleuse AG 125-13S carton;HILTI;HILTI;ref fab2120957;364;LA PLATEFORME DU BÂTIMENT SIEGE
143831;Kit PROMO NURON - SF 4H-22 COFFRET;HILTI;HILTI;ref fab3884081;289;LA PLATEFORME DU BÂTIMENT SIEGE
143829;Kit PROMO - MECHE TE-YX 55/57;HILTI;HILTI;ref fab3885809;419;LA PLATEFORME DU BÂTIMENT SIEGE
142867;Meuleuse AG 125-20D 230V carton;HILTI;HILTI;ref fab2369703;419;LA PLATEFORME DU BÂTIMENT SIEGE
142888;Clou gaz GX-WF 70x2,8 D 34 ZN (x3000);HILTI;HILTI;ref fab2281837;88,5;LA PLATEFORME DU BÂTIMENT SIEGE
140709;Pack de 2 batteries B22-85 + 1 chargeur C4-22 Nuron;HILTI;HILTI;ref fab3864833;449;LA PLATEFORME DU BÂTIMENT SIEGE
142758;Kit PROMO - HUD-2 8x40 + Vis HDS 5x50 (x400);HILTI;HILTI;ref fab3879115;79;LA PLATEFORME DU BÂTIMENT SIEGE
143830;Kit PROMO - LAMES SCIE SABRE UNIV;HILTI;HILTI;ref fab3885810;83;LA PLATEFORME DU BÂTIMENT SIEGE
143827;Kit PROMO - MECHE TE-CX 22/48;HILTI;HILTI;ref fab3885807;189;LA PLATEFORME DU BÂTIMENT SIEGE
142875;Disque béton 300/25 SPX univ (nuron);HILTI;HILTI;ref fab2384126;199;LA PLATEFORME DU BÂTIMENT SIEGE
143828;Kit PROMO - MECHE TE-CX 12/90;HILTI;HILTI;ref fab3885808;189;LA PLATEFORME DU BÂTIMENT SIEGE
142759;Kit PROMO - HUD-2 6x30 + VIS HDS 4,5X40 (x400);HILTI;HILTI;ref fab3879118;69;LA PLATEFORME DU BÂTIMENT SIEGE
142757;Multitool SMT 6-22 carton;HILTI;HILTI;ref fab2366391;314;LA PLATEFORME DU BÂTIMENT SIEGE
142889;Clou gaz GX-WF 51x2,8 D 34 ZN (x3000);HILTI;HILTI;ref fab2281835;64,5;LA PLATEFORME DU BÂTIMENT SIEGE
146033;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 4S-22 + VISSEUSE SF 4-22 + BATTERIE B 22-110 + BATTERIES;HILTI;HILTI;ref fab3903742;2349;LA PLATEFORME DU BÂTIMENT SIEGE
146032;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 5D-22 + B22-110 + B22-85 + CHARGEUR C6 + SAC OUTIL M;HILTI;HILTI;ref fab3903741;1899;LA PLATEFORME DU BÂTIMENT SIEGE
146064;Kit PROMO STOCK - SF 4H-22 CARTON + 2 B22-55 + CHARGEUR C4 + SAC OUTIL M;HILTI;HILTI;ref fab3904399;599;LA PLATEFORME DU BÂTIMENT SIEGE
146063;Kit NOEL - SF 2 COFFRET + 2 B12-30 + CHARGEUR;HILTI;HILTI;ref fab3904398;349;LA PLATEFORME DU BÂTIMENT SIEGE
146062;Kit NOEL - SD 5000-22 NURON CARTON;HILTI;HILTI;ref fab3904397;269;LA PLATEFORME DU BÂTIMENT SIEGE
146061;Kit NOEL - SD 5000-22 NURON COFFRET;HILTI;HILTI;ref fab3904396;299;LA PLATEFORME DU BÂTIMENT SIEGE
146060;Kit NOEL - VC 20L + ACCESSOIRES;HILTI;HILTI;ref fab3904395;999;LA PLATEFORME DU BÂTIMENT SIEGE
146029;PROMO - BATTERIE B22-55 + CHARGEUR C4;HILTI;HILTI;ref fab3903738;299;LA PLATEFORME DU BÂTIMENT SIEGE
146030;PROMO - BATTERIE B22-85 + CHARGEUR C6;HILTI;HILTI;ref fab3903739;429;LA PLATEFORME DU BÂTIMENT SIEGE
146058;PROMO - CHARGEUR C4/36-350;HILTI;HILTI;ref fab3904302;159;LA PLATEFORME DU BÂTIMENT SIEGE
146052;PROMO - VISSEUSE A CHOC SID 4-A22 CARTON;HILTI;HILTI;ref fab3904296;229;LA PLATEFORME DU BÂTIMENT SIEGE
146039;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 4S-22 + VISSEUSE SF 4-22 + VISSEUSE A CHOC SID 4-22 + BATT;HILTI;HILTI;ref fab3903948;2999;LA PLATEFORME DU BÂTIMENT SIEGE
146050;PROMO - VISSEUSE SF 6H-A22 CARTON;HILTI;HILTI;ref fab3904294;269;LA PLATEFORME DU BÂTIMENT SIEGE
146049;PROMO - VISSEUSE SF 6-A22 COFFRET;HILTI;HILTI;ref fab3904293;299;LA PLATEFORME DU BÂTIMENT SIEGE
146048;PROMO - VISSEUSE SF 6-A22 CARTON;HILTI;HILTI;ref fab3903782;269;LA PLATEFORME DU BÂTIMENT SIEGE
146047;PROMO - VISSEUSE SF 4-A22 COFFRET;HILTI;HILTI;ref fab3903781;199;LA PLATEFORME DU BÂTIMENT SIEGE
146046;PROMO - VISSEUSE SF 4-A22 CARTON;HILTI;HILTI;ref fab3903780;189;LA PLATEFORME DU BÂTIMENT SIEGE
146045;PROMO - MEULEUSE AG 125-A22 COFFRET;HILTI;HILTI;ref fab3903779;279;LA PLATEFORME DU BÂTIMENT SIEGE
146044;PROMO - MEULEUSE AG 125-A22 CARTON;HILTI;HILTI;ref fab3903778;239;LA PLATEFORME DU BÂTIMENT SIEGE
146043;PROMO - PERFORATEUR TE 6-A22 COFFRET;HILTI;HILTI;ref fab3903777;399;LA PLATEFORME DU BÂTIMENT SIEGE
146042;PROMO - PERFORATEUR TE 6-A22 CARTON;HILTI;HILTI;ref fab3903776;349;LA PLATEFORME DU BÂTIMENT SIEGE
146031;PROMO - PACK VISSEUSE PLAQUISTE SD 5000-22 + SDM1 + B22-55x2 + CHARGEUR C4;HILTI;HILTI;ref fab3903740;1049;LA PLATEFORME DU BÂTIMENT SIEGE
146040;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 5D-22 + VISSEUSE SF 4-22 + VISSEUSE A CHOC SID 6-22 + BATT;HILTI;HILTI;ref fab3903949;3099;LA PLATEFORME DU BÂTIMENT SIEGE
146051;PROMO - VISSEUSE SF 6H-A22 COFFRET;HILTI;HILTI;ref fab3904295;299;LA PLATEFORME DU BÂTIMENT SIEGE
146053;PROMO - VISSEUSE A CHOC SID 4-A22 COFFRET;HILTI;HILTI;ref fab3904297;259;LA PLATEFORME DU BÂTIMENT SIEGE
146055;PROMO - SCIE SABRE SR 6-A22 COFFRET;HILTI;HILTI;ref fab3904299;369;LA PLATEFORME DU BÂTIMENT SIEGE
146038;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 6D-22 + VISSEUSE SF 6-22 + BATTERIES B22-110x2 + BATTERIE;HILTI;HILTI;ref fab3903947;2699;LA PLATEFORME DU BÂTIMENT SIEGE
146056;PROMO - BATTERIE B22 2,6AH;HILTI;HILTI;ref fab3904300;139;LA PLATEFORME DU BÂTIMENT SIEGE
146037;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 5D-22 + VISSEUSE A CHOC SID 6-22 + BATTERIE B22-110 + BATT;HILTI;HILTI;ref fab3903946;2449;LA PLATEFORME DU BÂTIMENT SIEGE
146036;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 5D-22 + VISSEUSE SF 4-22 + BATTERIES B22-110x2 + BATTERIE;HILTI;HILTI;ref fab3903945;2499;LA PLATEFORME DU BÂTIMENT SIEGE
146035;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 4S-22 + VISSEUSE SF 4-22 + BATTERIES B22-110x2 + BATTERIE;HILTI;HILTI;ref fab3903944;2499;LA PLATEFORME DU BÂTIMENT SIEGE
146034;PROMO - PERFORATEUR TE 6-22 + MEULEUSE AG 5D-22 + VISSEUSE SF 4-22 + BATTERIE B22-110 + BATTERIES;HILTI;HILTI;ref fab3903943;2349;LA PLATEFORME DU BÂTIMENT SIEGE
146057;PROMO - BATTERIE B22 4,0AH;HILTI;HILTI;ref fab3904301;199;LA PLATEFORME DU BÂTIMENT SIEGE
146041;PROMO - 2 BURINS PLATS TE-SX FM 43;HILTI;HILTI;ref fab3903951;199;LA PLATEFORME DU BÂTIMENT SIEGE
145959;PROMO NURON - Visseuse SF 4H-22 coffret;HILTI;HILTI;ref fab3884081;289;LA PLATEFORME DU BÂTIMENT SIEGE
146054;PROMO - SCIE SABRE SR 6-A22 CARTON;HILTI;HILTI;ref fab3904298;339;LA PLATEFORME DU BÂTIMENT SIEGE
145961;PROMO NURON - Visseuse SF 4H-22 équipée;HILTI;HILTI;ref fab3885803;749;LA PLATEFORME DU BÂTIMENT SIEGE
145960;PROMO NURON - Visseuse SF 4H-22 carton;HILTI;HILTI;ref fab3884082;279;LA PLATEFORME DU BÂTIMENT SIEGE
147239;CLIF2 Meuleuse d'angle AG 125-A36 coffret;HILTI;HILTI;ref fab3928737;269;LA PLATEFORME DU BÂTIMENT SIEGE
147242;CLIF2 Scie Sabre SR 30-A36 carton;HILTI;HILTI;ref fab3928740;299;LA PLATEFORME DU BÂTIMENT SIEGE
147243;CLIF2 Batterie B36/5,2 AH;HILTI;HILTI;ref fab3928741;349;LA PLATEFORME DU BÂTIMENT SIEGE
147231;CLIF2 TRIPACK TE 6 + AG 125 + SF 4 + 2xB22 4.0 + B22 2,6 + C4 + SAC;HILTI;HILTI;ref fab3928719;1399;LA PLATEFORME DU BÂTIMENT SIEGE
147244;CLIF2 Batterie B36/9,0 AH;HILTI;HILTI;ref fab3928742;449;LA PLATEFORME DU BÂTIMENT SIEGE
147237;CLIF2 Perforateur TE 30-A36 coffret;HILTI;HILTI;ref fab3928735;599;LA PLATEFORME DU BÂTIMENT SIEGE
147571;Kit 12V - Batterie B12-30;HILTI;HILTI;ref fab3933568;83;LA PLATEFORME DU BÂTIMENT SIEGE
147235;CLIF2 Perforateur TE 6-A36 coffret;HILTI;HILTI;ref fab3928733;449;LA PLATEFORME DU BÂTIMENT SIEGE
147238;CLIF2 Perforateur Burineur TE 500-A36 coffret;HILTI;HILTI;ref fab3928736;799;LA PLATEFORME DU BÂTIMENT SIEGE
147230;CLIF2 TRIPACK TE 4 + AG 125 + SF 4 + 2xB22 4.0 + B22 2,6 + C4 + SAC;HILTI;HILTI;ref fab3928718;1299;LA PLATEFORME DU BÂTIMENT SIEGE
147229;CLIF2 TRIPACK TE 2 + AG 125 + SF 4 + 2xB22 2.6 + B22 4,0 + C4 + SAC;HILTI;HILTI;ref fab3928717;1099;LA PLATEFORME DU BÂTIMENT SIEGE
147232;CLIF2 TRIPACK TE 6 + AG 4S + SF 4 + 2xB22 4.0 + B22 2,6 + C4 + SAC;HILTI;HILTI;ref fab3928720;1399;LA PLATEFORME DU BÂTIMENT SIEGE
147234;CLIF2 TRIPACK TE 6 + AG 4S + SF 6H + 3xB22 4.0 + C4 + SAC;HILTI;HILTI;ref fab3928722;1499;LA PLATEFORME DU BÂTIMENT SIEGE
147241;CLIF2 Meuleuse d'angle AG 150-A36 carton;HILTI;HILTI;ref fab3928739;299;LA PLATEFORME DU BÂTIMENT SIEGE
147240;CLIF2 Meuleuse d'angle AG 125-A36 carton;HILTI;HILTI;ref fab3928738;249;LA PLATEFORME DU BÂTIMENT SIEGE
147228;CLIF2 Radio;HILTI;HILTI;ref fab3928715;399;LA PLATEFORME DU BÂTIMENT SIEGE
147233;CLIF2 TRIPACK TE 6 + AG 125 + SF 6H + 3xB22 4.0 + C4 + SAC;HILTI;HILTI;ref fab3928721;1499;LA PLATEFORME DU BÂTIMENT SIEGE
147572;Kit 12V - Batterie B12-55;HILTI;HILTI;ref fab3933569;120;LA PLATEFORME DU BÂTIMENT SIEGE
147223;CLIF2 Serisseuse NPR 019-A22 coffret;HILTI;HILTI;ref fab3928700;999;LA PLATEFORME DU BÂTIMENT SIEGE
147212;CLIF2 Perforateur TE 2-A22 carton;HILTI;HILTI;ref fab3926088;179;LA PLATEFORME DU BÂTIMENT SIEGE
147224;CLIF2 Riveteuse RT 6-A22 coffret;HILTI;HILTI;ref fab3928701;499;LA PLATEFORME DU BÂTIMENT SIEGE
147211;CLIF2 Batterie B22 8.0 AH;HILTI;HILTI;ref fab3928716;299;LA PLATEFORME DU BÂTIMENT SIEGE
147220;CLIF2 Visseuse Perceuse SF 10W-A22 coffret;HILTI;HILTI;ref fab3928697;299;LA PLATEFORME DU BÂTIMENT SIEGE
147221;CLIF2 Boulonneuse SIW-22T-A coffret;HILTI;HILTI;ref fab3928698;299;LA PLATEFORME DU BÂTIMENT SIEGE
147226;CLIF2 Scie Circulaire SC 70W-A22 coffret;HILTI;HILTI;ref fab3928713;299;LA PLATEFORME DU BÂTIMENT SIEGE
147218;CLIF2 Visseuse Perceuse SF 8M-A22 CARTON;HILTI;HILTI;ref fab3928694;269;LA PLATEFORME DU BÂTIMENT SIEGE
147227;CLIF2 Scie circulaire SCM-A22 coffret;HILTI;HILTI;ref fab3928714;299;LA PLATEFORME DU BÂTIMENT SIEGE
147213;CLIF2 Perforateur TE 2-A22 coffret;HILTI;HILTI;ref fab3926089;199;LA PLATEFORME DU BÂTIMENT SIEGE
147214;CLIF2 Perforateur TE 4-A22 carton;HILTI;HILTI;ref fab3926090;229;LA PLATEFORME DU BÂTIMENT SIEGE
147215;CLIF2 Perforateur TE 4-A22 coffret;HILTI;HILTI;ref fab3926091;259;LA PLATEFORME DU BÂTIMENT SIEGE
147841;Kit JUIN24 - Recycleur d'eau DD-WMS;HILTI;HILTI;ref fab3939433;1749;LA PLATEFORME DU BÂTIMENT SIEGE
147217;CLIF2 Meuleuse d'angle AG 4S-A22 coffret;HILTI;HILTI;ref fab3928693;299;LA PLATEFORME DU BÂTIMENT SIEGE
147219;CLIF2 Visseuse Perceuse 8M-A22 coffret;HILTI;HILTI;ref fab3928696;299;LA PLATEFORME DU BÂTIMENT SIEGE
147216;CLIF2 Meuleuse d'angle AG 4S-A22 carton;HILTI;HILTI;ref fab3926092;249;LA PLATEFORME DU BÂTIMENT SIEGE
147580;Kit 12V - Boulonneuse SIW 2-A12 coffret;HILTI;HILTI;ref fab3934867;247;LA PLATEFORME DU BÂTIMENT SIEGE
148072;Kit CLIF2 - Chargeur voiture;HILTI;HILTI;ref fab3946363;139;LA PLATEFORME DU BÂTIMENT SIEGE
148071;Kit CLIF2 - Scie circulaire bois SCW 22A coffret;HILTI;HILTI;ref fab3945542;349;LA PLATEFORME DU BÂTIMENT SIEGE
148070;Kit CLIF2 - Lampe SL 6-A22 carton;HILTI;HILTI;ref fab3945541;199;LA PLATEFORME DU BÂTIMENT SIEGE
148068;Aspirateur sans fil VC 2D-22;HILTI;HILTI;ref fab2402233;519;LA PLATEFORME DU BÂTIMENT SIEGE
147026;Caméra thermique PT-C;HILTI;HILTI;ref fab2365710;2489;LA PLATEFORME DU BÂTIMENT SIEGE
147156;Pince d'injection sans fil pour résine HDE 500-A12;HILTI;HILTI;ref fab2326712;110;LA PLATEFORME DU BÂTIMENT SIEGE
148074;Kit CLIF2 - Meuleuse droite GDG 6-A22 coffret;HILTI;HILTI;ref fab3946365;299;LA PLATEFORME DU BÂTIMENT SIEGE
148075;Kit PROMO - Pack conso type 1 - 30€;HILTI;HILTI;ref fab3946366;29,9;LA PLATEFORME DU BÂTIMENT SIEGE
148001;Table pour SM 60-22;HILTI;HILTI;ref fab2392627;249;LA PLATEFORME DU BÂTIMENT SIEGE
147157;Perceuse visseuse SF 10W-22 coffret;HILTI;HILTI;ref fab2335696;539;LA PLATEFORME DU BÂTIMENT SIEGE
147158;Perceuse visseuse SF 10W-22 carton;HILTI;HILTI;ref fab2335697;501;LA PLATEFORME DU BÂTIMENT SIEGE
147159;Cheville universelle HUD-110x50 (100);HILTI;HILTI;ref fab338711;27,6;LA PLATEFORME DU BÂTIMENT SIEGE
147581;Kit 12V - Lampe SL 2-A12 carton;HILTI;HILTI;ref fab3934868;144;LA PLATEFORME DU BÂTIMENT SIEGE
147587;Kit 12V - Visseuse SF2 + Clé à choc SID 2 EQUIPE;HILTI;HILTI;ref fab3934904;672;LA PLATEFORME DU BÂTIMENT SIEGE
148084;Kit CLIF2 - Visseuse SF 10W-A22 carton;HILTI;HILTI;ref fab3946375;269;LA PLATEFORME DU BÂTIMENT SIEGE
147631;Visseuse SF2 Coffret + Visseuse à choc SID 2 carton + 2xB12 2,6 + 1 C4;HILTI;HILTI;ref fab3937317;672;LA PLATEFORME DU BÂTIMENT SIEGE
147028;Ventilateur KCF 4-22;HILTI;HILTI;ref fab2421054;149;LA PLATEFORME DU BÂTIMENT SIEGE
147027;Coupe fer a béton NRC 6-22;HILTI;HILTI;ref fab2404223;739;LA PLATEFORME DU BÂTIMENT SIEGE
148090;Kit PROMO - Mèche TE-Y 30/52;HILTI;HILTI;ref fab3946381;109;LA PLATEFORME DU BÂTIMENT SIEGE
148089;Kit PROMO - Mèche TE Y 25-52;HILTI;HILTI;ref fab3946380;99;LA PLATEFORME DU BÂTIMENT SIEGE
148088;Kit NURON - Visseuse SF 4H-22 carton;HILTI;HILTI;ref fab3946379;199;LA PLATEFORME DU BÂTIMENT SIEGE
148087;Kit CLIF2 - Sertisseuse NPR 32-A22;HILTI;HILTI;ref fab3946378;1499;LA PLATEFORME DU BÂTIMENT SIEGE
148073;Kit CLIF2 - Clé à choc SID 8-A22 coffret;HILTI;HILTI;ref fab3946364;449;LA PLATEFORME DU BÂTIMENT SIEGE
148085;Kit CLIF2 - Cisaille SSH 6 coffret;HILTI;HILTI;ref fab3946376;999;LA PLATEFORME DU BÂTIMENT SIEGE
148069;Kit CLIF2 - Visseuse placo SD 5000A coffret;HILTI;HILTI;ref fab3945540;269;LA PLATEFORME DU BÂTIMENT SIEGE
148083;Kit CLIF2 - Grignoteuse SPN 6 coffret;HILTI;HILTI;ref fab3946374;899;LA PLATEFORME DU BÂTIMENT SIEGE
148082;Kit CLIF2 - Scie Spirale SCO 6 carton;HILTI;HILTI;ref fab3946373;269;LA PLATEFORME DU BÂTIMENT SIEGE
