"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";" prix ";"id_facture_ligne";"type_facture"
"Climal";"FLI19080059";29/08/2019;"QNAP TS-883XU-RP - Serveur NAS - 8 Baies - rack-montable - SATA 6Gb/s - RAID 0, 1, 5, 6, 10, 50, JBOD, disque de réserve 5, 6 disques de secours, 60, disque de réserve 50, disque de réserve 10, disque de réserve 1, disque de réserve 60 - RAM 8 Go - Gigabit Ethernet / 10 Gigabit Ethernet - iSCSI - 2U";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 2699.00 ";44647;"acompte"
"Climal";"FLI19080059";29/08/2019;"QNAP - DDR3 - 8 Go - DIMM 240 broches - 1600 MHz / PC3-12800 - mémoire sans tampon - non ECC - pour QNAP TS-1270U-RP, TS-1279U-RP, TS-1679U-RP, TS-870U-RP, TS-879U-RP";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";" 169.00 ";44648;"acompte"
"Climal";"FLI19080059";29/08/2019;"QNAP RAIL-B02 - Kit de rails pour armoire";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 149.00 ";44649;"acompte"
"Climal";"FLI19080059";29/08/2019;"Mellanox - module transmetteur SFP+ - 10 GigE";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";" 115.00 ";44650;"acompte"
"Climal";"FLI19080059";29/08/2019;"WD Red Pro NAS Hard Drive WD6003FFBX - Disque dur - 6 To - interne - 3.5"" - SATA 6Gb/s - 7200 tours/min - mémoire tampon : 256 Mo";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";" 249.00 ";44651;"acompte"
"Climal";"FLI19080059";29/08/2019;"QNAP Advanced Replacement Service - contrat de maintenance prolongé - 5 années - expédition";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 799.00 ";44652;"acompte"
"Climal";"FLI19080059";29/08/2019;"VMware vSphere Essentials Plus - Licence + Assistance 24 heures sur 24 pendant 3 ans - 6 processeurs";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 5834.00 ";44653;"acompte"
"Climal";"FLI19080059";29/08/2019;"Veeam Backup & Replication Standard - Licence perpétuelle - par socket CPU";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";" 650.00 ";44654;"acompte"
"Climal";"FLI19080059";29/08/2019;"Microsoft Windows Server 2016 Standard Edition - Licence - 16 noyaux - OEM - ROK - DVD - BIOS verrouillé (Hewlett Packard Enterprise)";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"12.00";" 660.00 ";44655;"acompte"
"Climal";"FLI19080059";29/08/2019;"Microsoft Windows Server 2016 - Licence - 10 licences d'accès client utilisateurs - BIOS verrouillé (Hewlett Packard Enterprise) - Multilingue";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";" 320.00 ";44656;"acompte"
"Climal";"FLI19080059";29/08/2019;"Licence 5 utilisateurs Remote Desktop Services (RDS) pour Windows Serveur 2016";29/08/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 585.00 ";44657;"acompte"
"Climal";"FLI19080059";29/08/2019;"Synology E10G17-F2 - adaptateur réseau - Adaptateur réseau 10Gbps";29/08/2019;"INCONNUE";"VENTES DE MARCHANDISES";"NULL";"1.00";" 270.00 ";44658;"acompte"
"Climal";"FLI19080059";29/08/2019;"Unifi Switch 12 ports SFP+ + ports 10GE - Coeur de réseau";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";" 545.00 ";44659;"acompte"
"Climal";"FLI19080059";29/08/2019;"Unifi Switch 48 Giga + 2SFP PoE 500W af/at/passif - 1 port SFP+ - 1 x port console - Norme PoE : 802.3af/at ou PoE propriétaire - Budget PoE : 500 W - PoE max / port : 802.3 at: 34.2 W / Propriétaire: 17 W - Backplane : 140 Gbps - Rackable 19'' / 1U";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";" 799.00 ";44660;"acompte"
"Climal";"FLI19080059";29/08/2019;"Ubiquiti module multimode SFP+ LC 50/125 - 300m max";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"10.00";" 39.00 ";44661;"acompte"
"Climal";"FLI19080059";29/08/2019;"Fibre multimode OM3 50/125 LC/LC - Aqua - Longueur 1m";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 14.00 ";44662;"acompte"
"Climal";"FLI19080059";29/08/2019;"Fibre multimode OM3 50/125 LC/LC - Aqua - Longueur 2m";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";" 15.00 ";44663;"acompte"
"Climal";"FLI19080059";29/08/2019;"Fibre multimode OM3 50/125 LC/LC - Aqua - Longueur 3m";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";" 16.00 ";44664;"acompte"
"Climal";"FLI19080059";29/08/2019;"Cordon RJ45 catégorie 6 S/FTP noir - 0,3 m";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"150.00";" 2.30 ";44665;"acompte"
"Climal";"FLI19080059";29/08/2019;"Prestation sur site de déploiement de la solution infrastructure CLIMAL";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 12300.00 ";44666;"acompte"
"Climal";"FLI19080059";29/08/2019;"Prestation de déploiement de la solution Kaspersky Antivirus sur les postes Climal";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 760.00 ";44667;"acompte"
"Climal";"FLI19080059";29/08/2019;"Remise exceptionnelle CLIMAL";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" -12869.00 ";44668;"acompte"
"PARC MEDICAL DE BOLLEZEELE";"FLI19080060";29/08/2019;"Unifi Switch 48 Giga + 2SFP PoE 500W af/at/passif - 1 port SFP+ - 1 x port console - Norme PoE : 802.3af/at ou PoE propriétaire - Budget PoE : 500 W - PoE max / port : 802.3 at: 34.2 W / Propriétaire: 17 W - Backplane : 140 Gbps - Rackable 19'' / 1U";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 799.00 ";44669;"facture"
"PARC MEDICAL DE BOLLEZEELE";"FLI19080060";29/08/2019;"Point d'accès Wi-Fi Unifi ac Pro - Utilisation intérieure / extérieure sous abris - Point d'accès managé - 2 x port RJ45 10/100/1000 - 3 x antennes internes dual band 3 dBi (2.4GHz) 6dBi (5GHz) omnidirectionnelles - 1 x bouton reset - Norme: 802.11 b/g/n & 802.11 a/n/ac - Fréquence: 2.4 GHz & 5 GHz - Vitesse: 450 Mbps & 1300 Mbps - Sécurité : WPA, WPA2 - Fonctions: WMM, QoS, VLAN (802.1Q) 	 F09FC";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"3.00";" 139.00 ";44670;"facture"
"PARC MEDICAL DE BOLLEZEELE";"FLI19080060";29/08/2019;"Cordon RJ45 catégorie 6 S/FTP noir - 0,3 m";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"50.00";" 2.50 ";44671;"facture"
"PARC MEDICAL DE BOLLEZEELE";"FLI19080060";29/08/2019;"Installation / Configuration Switch Unifi 48 ports - Configuration VLAN";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 189.00 ";44672;"facture"
"PARC MEDICAL DE BOLLEZEELE";"FLI19080060";29/08/2019;"Prestation de configuration des points d'accès Wifi";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"3.00";" 59.00 ";44673;"facture"
"PARC MEDICAL DE BOLLEZEELE";"FLI19080060";29/08/2019;"Remise exceptionnelle Parc Médical de Bollezeele";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" -59.00 ";44674;"facture"
"DOURDIN";"FLI19080061";29/08/2019;"Prestation de régie sur site en 1/2 journée pendant les 4 semaines de l'absence de M. Campion - périmètre à définir en fonction de l'audit qui sera réalisé préalablement.";29/08/2019;"PRESTATIONS INFRA";"MAINTENANCE INFRA";"service";"4.00";" 340.00 ";44675;"facture"
"DOURDIN";"FLI19080061";29/08/2019;"Carnet de 10 crédits de maintenance et support technique (20% de remise incluse automatiquement sur un carnet de 10 crédits) sans limite de durée";29/08/2019;"SUPPORT";"PRESTATIONS INFRA";"service";"1.00";" 780.00 ";44676;"facture"
"ATOUTCOMS";"FLI19080062";29/08/2019;"Réservation nom de domaine.com - atoutcoms.com - durée : 1 an";29/08/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 12.00 ";44677;"facture"
"GDS ELEC";"FLI19080063";29/08/2019;"Microsoft Office Home and Business 2019 - 1 PC - sans support - Windows (Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word)";29/08/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 235.00 ";44678;"facture"
"GDS ELEC";"FLI19080063";29/08/2019;"Installation Microsoft Office 2016 (30 minutes/PC)";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 34.00 ";44679;"facture"
"GDS ELEC";"FLI19080063";29/08/2019;"HP 290 G2 - Micro-tour - 1 x Core i5 8500 / 3 GHz - RAM 8Go - SSD 256Go - Graveur de DVD - UHD Graphics 630 - Windows 10 Pro 64 bits - moniteur : aucun - Clavier : français (Garantie 1 an sur site)";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 590.00 ";44680;"facture"
"GDS ELEC";"FLI19080063";29/08/2019;"Forfait installation Premium : [nl]Pré-installation de Windows [nl]Installation des mises à jour Windows [nl]Installation sur site d'un ordinateur [nl]Installation du système d'exploitation Windows [nl]Installation sur le réseau [nl]Installation Teamviewer [nl]Création de l'utilisateur [nl]Installation imprimante(s) [nl]Configuration sur le réseau [nl]Connexion des lecteurs réseau [nl]Connexion au domaine Configuration de la boite mail (basique) [nl]Récupération des mails [nl]Configuration basique de la boîte de messagerie Outlook [nl]Récupération des données de l'ancien poste [nl]Mini-formation à l'utilisation de Teamviewer [nl]Assistance à la prise en charge de la garantie constructeur";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 199.00 ";44681;"facture"
"GDS ELEC";"FLI19080063";29/08/2019;"Récupération des données en chambre stérile : [nl]Enlèvement sur site par TNT express (livraison en J+1 au laboratoire) [nl] - Analyse du disque et des causes de la panne - service standard (réalisée sous 3-4 jours ouvrés) [nl] - Évaluation en détail et faisabilité de la récupération des données - Rédaction d'un compte-rendu d'analyse comprenant la liste des fichiers récupérables [nl] - Récupération des données - Service standard (Disque dur Seagate 500 Go 2,5"" non reconnu) [nl] - Disque dur externe 2,5"" - USB3 - 500 Go [nl] - Transport TNT express (J+1) [nl][nl]NOTE : si vous souhaitez la restitution de votre matériel en cas d'impossibilité de récupération des données, nous vous demanderons le règlement des frais de remontage, de colisage et d'expédition pour un total de 40 ¤ HT. Dans le cas contraire, nous procéderons gratuitement à son recyclage.";29/08/2019;"VENTES DE MARCHANDISES";"PRESTATIONS INFRA";"marchandise";"1.00";" 1029.00 ";44682;"facture"
"GDS ELEC";"FLI19080063";29/08/2019;"Forfait déplacement sur site (< 50 Km)";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 69.00 ";44683;"facture"
"LONGUEVAL GERARD";"FLI19080064";29/08/2019;"Samsung SSD Interne 860 EVO 2.5"" (500Go) - SATA 6Go/s";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 70.00 ";44684;"facture"
"LONGUEVAL GERARD";"FLI19080064";29/08/2019;"Crucial CT8G4SFS824A 8Go (DDR4, 2400 MT/s, PC4-19200, Single Rank x8, SODIMM, 260-Pin)";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 32.00 ";44685;"facture"
"FXM EVENEMENTS";"FLI19080065";29/08/2019;"Illustrator for teams (1 poste) - 1 an";29/08/2019;"VENTES MARCHANDISES - ABO RENOUV";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 359.88 ";44686;"facture"
"FXM EVENEMENTS";"FLI19080065";29/08/2019;"Prestation forfaitaire de configuration et de mise en service sur un poste de la  licence Adobe : Illustrator";29/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"1.00";" 45.00 ";44687;"facture"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"HPE ProLiant ML350 Gen10 Base - Serveur - tour - 4U - 2 voies - 1 x Xeon Silver 4210 / 2.2 GHz - RAM 16 Go - SAS - hot-swap 2.5"" - aucun disque dur - GigE - moniteur : aucun";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 3355.00 ";44688;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"Extension HPE 16GB 1Rx4 PC4-2933Y-R Smart Kit";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"3.00";" 419.00 ";44689;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"HPE - Kit de cage de ventilateur de stockage (4 modules de ventilateur) - pour ProLiant ML350 Gen10";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 155.00 ";44690;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"HPE Enterprise - Disque dur - 1.2 To - échangeable à chaud - 2.5"" SFF - SAS 12Gb/s - 10000 tours/min - avec HPE SmartDrive carrier";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"5.00";" 600.00 ";44691;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"HP Integrated Lights-Out Advanced - Licence";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 345.00 ";44692;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"HP Microsoft Windows Server 2016 Standard Edition - Avec Kit de mise à niveau édition Windows Server 2012 R2 Standard (média et clé produit) - licence - 1 utilisateur simultané, 16 noyaux - OEM - ROK - DVD - BIOS verrouillé (Hewlett Packard Enterprise)";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 660.00 ";44693;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"Microsoft Windows Server 2019 - Licence - 10 licences d'accès client utilisateurs - Multilingue - Mondial";30/08/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 335.00 ";44694;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"VMware vSphere Essentials - licence + Assistance 24 heures sur 24 pendant 1 an";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 644.00 ";44695;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"QNAP TVS-873e - Serveur NAS - 8 Baies - 8Go RAM - SATA 6Gb/s - RAID 0, 1, 5, 6, 10, 50, JBOD, disque de réserve 5, 6 disques de secours, 60, disque de réserve 50, disque de réserve 10, disque de réserve 1, disque de réserve 60 - RAM 8 Go - Gigabit Ethernet - iSCSI";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 1289.00 ";44696;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"WD Red NAS Hard Drive WD40EFRX - disque dur - 4 To - SATA 6Gb/s";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";" 129.00 ";44697;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"Prestation d'installation et de configuration sur site";30/08/2019;"PRESTATIONS INFRA";"PRESTATIONS INFRA";"service";"3.00";" 720.00 ";44698;"acompte"
"A2PR Ingénierie";"FLI19080066";30/08/2019;"Remise Exceptionnelle A2PR-Ingenierie / Iconex";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";" -3500.00 ";44699;"acompte"
"A2PR Ingénierie";"FLI19090001";02/09/2019;"Microsoft Office 365 Business - Comprend Outlook, Word, Excel, PowerPoint, OneNote, Access et OneDrive - Inclus Support Hotline AbsysTech illimité";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 10.30 ";44701;"facture_periodique"
"ACE SOFEC";"FLI19090002";02/09/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 50.00 ";44704;"facture_periodique"
"ACE SOFEC";"FLI19090002";02/09/2019;"Licence 1 poste avec option Serenity (par mois)";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 6.00 ";44705;"facture_periodique"
"Actarea Consulting";"FLI19090003";02/09/2019;"Compte mail Exchange Outlook 365";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 9.20 ";44707;"facture_periodique"
"APM & COMPAGNIE";"FLI19090004";02/09/2019;"La fourniture d'un nom de domaine tuttifani.fr - La mise à disposition d'un espace de stockage de 10 Go (PHP7) - 5 bases de données MySQL - 5 comptes emails Echange Outlook 365 - Les éléments actifs de sécurité (Monitoring des sites 24/24, Filtrage actif d'IP pour bloquer les tentatives d'attaques, Scan mensuel du site contre les malwares) -  La sauvegarde sur 7 jours des bases de données et des sites - L'accès au support illimité pour les problèmes d'hébergement ou de mails - La gestion des Ports (illimit";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 50.00 ";44710;"facture_periodique"
"APM & COMPAGNIE";"FLI19090004";02/09/2019;"Nom de domaine supplémentaire : tutti-fani.com, tuttifani.com, tutti-fani.fr";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 1.90 ";44711;"facture_periodique"
"Assistec Etudes";"FLI19090005";02/09/2019;"Compte mail Exchange Outlook 365";02/09/2019;"VENTES MARCHANDISES - ABO RENOUV";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 8.20 ";44713;"facture_periodique"
"ASTRADEC";"FLI19090006";02/09/2019;"Compte utilisateur sécurisé";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"4.00";" 5.00 ";44715;"facture_periodique"
"ATOUTCOMS";"FLI19090007";02/09/2019;"Compte de messagerie Exchange Outlook 365 avec support technique illimité (Office 365 Full / Entreprise E3) [nl]Comprend entre autres Office Online + Office Offline sur 5 PC Windows ou Mac - Offre sans engagement.";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"4.00";" 21.70 ";44849;"facture_periodique"
"ATOUTCOMS";"FLI19090008";02/09/2019;"Client E2B2: Mise à disposition sans engagement - LENOVO LT2323PWA GRADE A/ LCD/ 23/ 16/9/ VGA/ DVI/ DISPLAY PORT";02/09/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"5.00";" 10.00 ";44722;"facture_periodique"
"ATOUTCOMS";"FLI19090008";02/09/2019;"Pour le client E2B2: Mise à disposition sans engagement - HP EliteBook 820 G1 - Grade A - Intel Core i5 4300U 1,9Ghz - 8Go RAM - 240Go SSD - Ecran 12,5 pouces LED 1366x768 - Webcam - Microsoft Windows 10 Pro - Avec station d'accueil";02/09/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 28.00 ";44723;"facture_periodique"
"ATOUTCOMS";"FLI19090008";02/09/2019;"Pourle client E2B2: Mise à disposition sans engagement - LENOVO M93P THINKCENTRE 10AA-S0551A GRADE A/ TINY/ I5 4570T 2.9GHZ 4 159,00 10% 572,40 V20 4 Gb / 500Go SATA / Windows 10 Pro";02/09/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"4.00";" 20.00 ";44724;"facture_periodique"
"CAP Recouvrement";"FLI19090009";02/09/2019;"Compte Microsoft Office 365 Business Premium - Licence d'abonnement mensuelle sans engagement avec support technique illimité";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"16.00";" 15.50 ";44726;"facture_periodique"
"CONFINANCIALIS";"FLI19090010";02/09/2019;"Microsoft Office 365 Business - Offre sans engagement - Licence d'abonnement ( 1 mois ) - 1 utilisateur - agréé Microsoft - MOLP: Open Business - Open (Comprend Word, Excel, Outlook, OneNote et PowerPoint) [nl] Support hotline AbsysTech illimité pour les problématiques de compte de messagerie";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 10.30 ";44850;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090011";02/09/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois) - Engagement 1 an";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 50.00 ";44731;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090011";02/09/2019;"Licence 1 poste avec option Serenity (par mois)";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 6.00 ";44732;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090012";02/09/2019;"Maintenances préventive et proactive mensuelles d'un SonicWall TZ400 avec surveillance et mises à jour incluses (10% de remise incluse)";02/09/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"1.00";" 54.00 ";44736;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090012";02/09/2019;"Controller Unifi - Interface web centralisée (outil de gestion)- Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID (plusieurs réseaux distincts possibles - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech - Génération identifiants et mots de passe pour l'administrateur interne - Supervision de l'";02/09/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"1.00";" 5.00 ";44737;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090012";02/09/2019;"Maintenance mensuelle à distance du serveur HPE ProLiant ML350 Gen9 Implique chaque mois le monitoring du serveur, la vérification de la politique de sécurité et les corrections mineures éventuellement nécessaires (type maintenance préventive)";02/09/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 58.00 ";44738;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090013";02/09/2019;"Compte de messagerie Exchange Outlook 365 (Office 365 standard) avec Office Online et support technique illimité";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"23.00";" 24.70 ";44742;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090013";02/09/2019;"Gestion des DNS (serveur gérant le Système de Noms de Domaine) - Offre sans engagement";02/09/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 2.00 ";44743;"facture_periodique"
"COURTAGE - FINANCE - GESTION";"FLI19090013";02/09/2019;"Réservation d'un nom de domaine en .fr - Domaine : cfgfinance.fr - Offre sans engagement";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 1.90 ";44744;"facture_periodique"
"Design d'O";"FLI19090014";02/09/2019;"Maintenance, Infogérance, Sauvegarde et Monitoring";02/09/2019;"PRESTATIONS INFRA";"MAINTENANCE INFRA";"service";"1.00";" 100.00 ";44750;"facture_periodique"
"Design d'O";"FLI19090014";02/09/2019;"Location Serveur dédié - Intel Xeon i7 W3520 - 24Go DDR3 - 2x2To RAID1";02/09/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"1.00";" 159.00 ";44751;"facture_periodique"
"Design d'O";"FLI19090014";02/09/2019;"Frais de rejet de prélèvement sur août 2019";02/09/2019;"VENTES DE MARCHANDISES";"INCONNUE";"marchandise";"1.00";" 20.00 ";44752;"facture_periodique"
"DOURDIN";"FLI19090015";02/09/2019;"Infogérance Kaspersky Antivirus - Pilotage et supervision de l'état des antivirus sur console de management centralisée (pour 3 ans) - Soit 0,80 ¤ HT/mois/machine";02/09/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"85.00";" 0.80 ";44754;"facture_periodique"
"ECKLIPSE";"FLI19090016";02/09/2019;"AbsysTech Cloud Backup Pack Starter - Jusque 100Go de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 128 bits - Support par ticket hotline - Support téléphonique - Limité à 1 poste utilisateur par compte";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 25.00 ";44756;"facture_periodique"
"Equipmo";"FLI19090017";02/09/2019;"Compte mail Exchange Outlook 365";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 9.20 ";44758;"facture_periodique"
"FXM EVENEMENTS";"FLI19090018";02/09/2019;"AbsysTech Cloud Backup Pack Business";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 50.00 ";44762;"facture_periodique"
"FXM EVENEMENTS";"FLI19090018";02/09/2019;"Licence 1 poste avec option Serenity (par mois) - Engagement d'un an";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 6.00 ";44763;"facture_periodique"
"FXM EVENEMENTS";"FLI19090018";02/09/2019;"500 Go d'espace de stockage supplémentaire dans le cadre de la sauvegarde et la sécurisation de vos données par le biais d'AbsysTech Cloud Backup - Pack Business";02/09/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 20.00 ";44764;"facture_periodique"
