Référence;Désignation;Sous catégorie;Fabriquant ;commentaire ;Prix d'achat;Fournisseur
0611335000;Brise-béton filaire Brise béton GSH 16-28 emmanchement 6pans-28mm (coffret);MARTEAU-PIQUEUR ;BOSCH;;1625;
0611335100;Brise-béton filaire Brise-Béton GSH 16-30 emmanchement 6pans-30mm (coffret);MARTEAU-PIQUEUR ;BOSCH;;1559;
061130A000;Brise-béton filaire Brise-Béton GSH 27 VC emmanchement 6pans-28mm (C) ;MARTEAU-PIQUEUR ;BOSCH;;2189;
0615990145;Brise-béton filaire Brise-Béton GSH 27 VC emmanchement 6pans-28mm +  burins + chariot de transport (C) ;MARTEAU-PIQUEUR ;BOSCH;;2289;
06013A7000;MEULEUSE DROITE GWG 12V-50 S solo (C);MEULEUSE ;BOSCH;;209;
06013A7001;MEULEUSE DROITE GWG 12V-50 S solo L;MEULEUSE ;BOSCH;;235;
06019F200B;Meuleuse GWS 12V-76 + 2x3,0Ah L;MEULEUSE ;BOSCH;;305;
06019F200C;Meuleuse GWS 12V-76 + 2x2,0 GAL 12V-20 soft bag;MEULEUSE ;BOSCH;;275;
06019F2000;Meuleuse GWS 12V-76 V-EC solo (C);MEULEUSE ;BOSCH;;149;
06019F2003;Meuleuse GWS 12V-76 solo  L;MEULEUSE ;BOSCH;;175;
06019H9005;Meuleuse GWS 18V-7 2x4,0Ah + GAL 18V-40 L;MEULEUSE ;BOSCH;;395;
06019H9001;MEULEUSE 125 MM GWS 18V-7 solo (C);MEULEUSE ;BOSCH;;169;
06019H9002;Meuleuse GWS 18V-7 Solo L;MEULEUSE ;BOSCH;;195;
060193A307;Meuleuse GWS 18-125 V-LI solo (C);MEULEUSE ;BOSCH;;199;
06019J4007;Meuleuse angulaire GWS 18V-10 + 2x4,0Ah GAL 18V-40 L;MEULEUSE ;BOSCH;;429;
06019J4004;Meuleuse angulaire GWS 18V-10 + 2x5,0Ah GAL 1880 L;MEULEUSE ;BOSCH;;489;
06019J4002;Meuleuse angulaire GWS 18V-10 solo (C);MEULEUSE ;BOSCH;;199;
06019J4003;Meuleuse angulaire GWS 18V-10 solo L;MEULEUSE ;BOSCH;;225;
06019J4100;MEULEUSE 125 MM GWS 18V-10 P solo (C);MEULEUSE ;BOSCH;;199;
06019J4102;MEULEUSE 125 MM GWS 18V-10 P solo L;MEULEUSE ;BOSCH;;225;
06019J4101;MEULEUSE 125 MM GWS 18V-10 P, 2x GBA 18V 5,0Ah, GAL 1880, L;MEULEUSE ;BOSCH;;489;
06019G3E0D;Meuleuse GWS 18V-10 PC + 2x5,0Ah L;MEULEUSE ;BOSCH;;539;
06019G3E0A;MEULEUSE 125 MM GWS 18V-10 PC solo (C);MEULEUSE ;BOSCH;;259;
06019G3E0B;Meuleuse GWS 18V-10 PC solo  L;MEULEUSE ;BOSCH;;279;
06019G3F0H;Meuleuse GWS 18V-10 PSC + 2xProCORE 8,0Ah GAL 1880 CV L;MEULEUSE ;BOSCH;;699;
06019G3F0B;Meuleuse GWS 18V-10 PSC solo L;MEULEUSE ;BOSCH;;309;
06019G3F0E;MEULEUSE 125 MM GWS 18V-10 PSC 2x ProCORE18V 5,5Ah GAL 1880;MEULEUSE ;BOSCH;;635;
06019G340E;MEULEUSE 125 MM GWS 18V-10 SC 2x ProCORE18V 5,5Ah GAL 1880;MEULEUSE ;BOSCH;;635;
06019G340H;Meuleuse GWS 18V-10 SC 2xProCORE 8,0Ah GAL 1880 CV L;MEULEUSE ;BOSCH;;699;
06019G340B;Meuleuse GWS 18V-10 SC solo L;MEULEUSE ;BOSCH;;309;
0615990N12;MEULEUSE 125 MM GWS 18V-10 SC (125 mm) (3xGBA 5,0Ah GAL 18V-40) (C);MEULEUSE ;BOSCH;;525;
06019H6000;Meuleuse GWS 18V-15 C solo L;MEULEUSE ;BOSCH;;339;
06019H6102;Meuleuse GWS 18V-15 SC 2x 5,5Ah ProCORE18V + GAL 1880 CV L;MEULEUSE ;BOSCH;;709;
06019H6101;Meuleuse GWS 18V-15 SC + 2x8,0Ah GAL 18V-160 C L;MEULEUSE ;BOSCH;;775;
06019H6100;Meuleuse GWS 18V-15 SC solo L;MEULEUSE ;BOSCH;;375;
06019H6A01;MEULEUSE 125 MM GWS 18V-15 P solo L;MEULEUSE ;BOSCH;;349;
06019H6A00;MEULEUSE 125 MM GWS 18V-15 P solo (C);MEULEUSE ;BOSCH;;325;
06019H6B02;MEULEUSE 125 MM GWS 18V-15 PSC solo L;MEULEUSE ;BOSCH;;385;
06019H6B00;MEULEUSE 125 MM GWS 18V-15 PSC solo (C);MEULEUSE ;BOSCH;;359;
06019H6B01;MEULEUSE 125 MM GWS 18V-15 PSC 2xProCORE18V 8,0Ah GAL 18V-160 C L;MEULEUSE ;BOSCH;;785;
0601388108;Meuleuse GWS 7-125 (C);MEULEUSE ;BOSCH;;85;
060139400B;Meuleuse GWS 750-125 (C);MEULEUSE ;BOSCH;;79;
060139600B;Meuleuse angulaire GWS 880 + 2 disques diamant coffret;MEULEUSE ;BOSCH;;115;
060139600A;Meuleuse angulaire GWS 880 (C);MEULEUSE ;BOSCH;;85;
0601396104;Meuleuse GWS 9-125 S (C);MEULEUSE ;BOSCH;;99;
0601828805;Meuleuse GWS 1000 (C);MEULEUSE ;BOSCH;;105;
0601828800;Meuleuse GWS 1000 (C);MEULEUSE ;BOSCH;;105;
0601828901;Meuleuse angulaire GWS 1000 + disque diamant coffret;MEULEUSE ;BOSCH;;125;
060179D003;Meuleuse GWS 11-125 coffret;MEULEUSE ;BOSCH;;165;
060179D002;Meuleuse GWS 11-125 (C);MEULEUSE ;BOSCH;;149;
0601792202;Meuleuse GWS 11-125 P (C);MEULEUSE ;BOSCH;;169;
06013A6100;MEULEUSE 125MM GWS 12-125 , 1xPoignée standard, 1xCarter (125mm), 1xdisque à tronçonner (2608603182), (C);MEULEUSE ;BOSCH;;99;
06013A6101;MEULEUSE 125MM GWS 12-125  , 1xPoignée standard, 1xCarter (125mm), (C);MEULEUSE ;BOSCH;;99;
06013A6102;MEULEUSE 125MM GWS 12-125 , 1x Poignée standard, 1x Carter (125mm), 1x disque diamant (2608615059), Coffret;MEULEUSE ;BOSCH;;119;
06013A6106;MEULEUSE 125MM GWS 12-125 , 1x Poignée anti-vibrations, 1x Carter (125mm), (C);MEULEUSE ;BOSCH;;109;
06013A6104;MEULEUSE 125MM GWS 12-125 , 1x Poignée standard, 1x Carter (125mm),1 x écrou SDS (1603340031) (C);MEULEUSE ;BOSCH;;109;
060179E003;Meuleuse GWS 13-125 CI coffret;MEULEUSE ;BOSCH;;199;
060179F003;Meuleuse GWS 13-125 CIE coffret;MEULEUSE ;BOSCH;;209;
0601824800;Meuleuse angulaire GWS 1400 (C);MEULEUSE ;BOSCH;;145;
06017D0100;MEULEUSE 125 MM  GWS 14-125 S (C);MEULEUSE ;BOSCH;;199;
06017D0101;MEULEUSE 125 MM  GWS 14-125 S Coffret;MEULEUSE ;BOSCH;;209;
06017D0000;MEULEUSE 125 MM  GWS 14-125 (C);MEULEUSE ;BOSCH;;185;
0601824900;Meuleuse filaire GWS 1400 + ACC (C);MEULEUSE ;BOSCH;;169;
0601796202;Meuleuse GWS 15-125 CIEP (C);MEULEUSE ;BOSCH;;245;
0601796306;Meuleuse GWS 15-125 CIEPX + SDS-clic (C);MEULEUSE ;BOSCH;;275;
06017D0200;MEULEUSE 125 MM  GWS 17-125 (C);MEULEUSE ;BOSCH;;229;
06017D0300;MEULEUSE 125 MM  GWS 17-125 S (C);MEULEUSE ;BOSCH;;239;
060179G002;Meuleuse GWS 17-125 CI  (C) ;MEULEUSE ;BOSCH;;229;
060179H002;Meuleuse GWS 17-125 CIE (C) ;MEULEUSE ;BOSCH;;239;
060179H106;Meuleuse GWS 17-125 CIEX (C);MEULEUSE ;BOSCH;;295;
06017D1300;MEULEUSE 125 MM GWS 17-125 PS (C);MEULEUSE ;BOSCH;;259;
06017D0700;MEULEUSE 125 MM GWS 17-125 SB (C);MEULEUSE ;BOSCH;;269;
06017D1700;MEULEUSE 125 MM GWS 17-125 PSB (C);MEULEUSE ;BOSCH;;279;
06017D0500;MEULEUSE 125 MM  GWS 17-125 S INOX (C);MEULEUSE ;BOSCH;;269;
06017D0400;MEULEUSE 125 MM  GWS 17-125 TS (C);MEULEUSE ;BOSCH;;259;
06017D1600;MEULEUSE 125 MM GWS 17-150 PS (C) ;MEULEUSE ;BOSCH;;279;
060179N002;Meuleuse GWS 19-125 CI (C);MEULEUSE ;BOSCH;;255;
060179P002;Meuleuse GWS 19-125 CIE (C);MEULEUSE ;BOSCH;;265;
06017A4100;Meuleuse GWS 18-125 PL INOX (C);MEULEUSE ;BOSCH;;279;
06017A3200;Meuleuse GWS 18-125 SL (C);MEULEUSE ;BOSCH;;259;
06019H6E01;MEULEUSE 125 MM GWS 18V-180 PC solo (C);MEULEUSE ;BOSCH;;365;
0615990N10;MEULEUSE 125 MM GWS 18V-180 PC solo + Accessoires (C);MEULEUSE ;BOSCH;;395;
06019H6L02;Meuleuse GWS 18V-180 P solo L;MEULEUSE ;BOSCH;;399;
06019H6L01;MEULEUSE 230 MM GWS 18V-180 P solo (C);MEULEUSE ;BOSCH;;365;
0615A5002D;MEULEUSE 230 MM GWS 18V-180 P + AC JIT-KIT (C);MEULEUSE ;BOSCH;;435;
06017A3300;Meuleuse GWS 18-125 SPL (C);MEULEUSE ;BOSCH;;259;
06019H9105;Meuleuse GWX 18V-7  2x4,0Ah + GAL 18V-40 L;MEULEUSE ;BOSCH;;405;
06019H9101;Meuleuse GWX 18V-7 Solo (C);MEULEUSE ;BOSCH;;175;
06019H9102;Meuleuse GWX 18V-7 Solo L;MEULEUSE ;BOSCH;;199;
06017B0102;Meuleuse angulaire GWX 18V-10 + 2x5,0Ah GAL 1880 L X-LOCK;MEULEUSE ;BOSCH;;499;
06017B0100;Meuleuse angulaire GWX 18V-10 solo (C) X-LOCK;MEULEUSE ;BOSCH;;209;
06017B0101;Meuleuse angulaire GWX 18V-10 solo L X-LOCK;MEULEUSE ;BOSCH;;235;
06017B0700;Meuleuse GWX 18V-10 PC solo L X-LOCK;MEULEUSE ;BOSCH;;299;
06019J4200;MEULEUSE 115 125 MM GWX 18V-10 P solo (C);MEULEUSE ;BOSCH;;209;
06019J4201;MEULEUSE 115 125 MM GWX 18V-10 P solo L;MEULEUSE ;BOSCH;;235;
06017B0800;Meuleuse GWX 18V-10 PSC solo L X-LOCK;MEULEUSE ;BOSCH;;329;
06017B0402;MEULEUSE 125 MM GWX 18V-10 SC 2xProCORE18V 5,5Ah GAL 1880;MEULEUSE ;BOSCH;;659;
0615990N13;MEULEUSE 125 MM GWX 18V-10 SC 125mm 3xGBA 5,0Ah GAL 18V-40 (C);MEULEUSE ;BOSCH;;539;
06017B0400;Meuleuse GWX 18V-10 SC solo L X-LOCK;MEULEUSE ;BOSCH;;325;
06017B0401;Meuleuse GWX 18V-10 SC + 2x8,0 GAL 1880 L;MEULEUSE ;BOSCH;;729;
06019H6402;Meuleuse GWX 18V-15 C 2x5,5Ah ProCORE18V + GAL 1880 CV L ;MEULEUSE ;BOSCH;;699;
06019H6401;Meuleuse GWX 18V-15 C + 2x8,0Ah GAL 18V-160 C L;MEULEUSE ;BOSCH;;765;
06019H6400;Meuleuse GWX 18V-15 C solo L X-LOCK;MEULEUSE ;BOSCH;;365;
06019H6502;Meuleuse GWX 18V-15 SC 2x5,5Ah ProCORE18V + GAL 1880 CV L ;MEULEUSE ;BOSCH;;735;
06019H6501;Meuleuse GWX 18V-15 SC + 2x8,0Ah GAL 18V-160 C L X-LOCK;MEULEUSE ;BOSCH;;799;
06019H6500;Meuleuse GWX 18V-15 SC solo L X-LOCK;MEULEUSE ;BOSCH;;399;
06019H6F01;MEULEUSE 125 MM GWX 18V-15 P solo L;MEULEUSE ;BOSCH;;375;
06019H6F00;MEULEUSE 125 MM GWX 18V-15 P solo (C);MEULEUSE ;BOSCH;;349;
06019H6G01;MEULEUSE 125 MM GWX 18V-15 PSC 2xProCORE18V 8,0Ah GAL 18V-160 C L;MEULEUSE ;BOSCH;;809;
06019H6G02;MEULEUSE 125 MM GWX 18V-15 PSC solo L;MEULEUSE ;BOSCH;;409;
06019H6G00;MEULEUSE 125 MM GWX 18V-15 PSC solo (C);MEULEUSE ;BOSCH;;385;
06017B2000;Meuleuse GWX 9-125 S (C) X-LOCK;MEULEUSE ;BOSCH;;125;
06017B3000;Meuleuse GWX 10-125 (C) X-LOCK;MEULEUSE ;BOSCH;;129;
06013A6200;MEULEUSE ANGULAIRE GWS 12-125 P (C);MEULEUSE ;BOSCH;;149;
06017B5002;Meuleuse GWX 13-125 (C) X-LOCK;MEULEUSE ;BOSCH;;209;
06017B6003;Meuleuse GWX 13-125 S coffret X-LOCK;MEULEUSE ;BOSCH;;235;
06017B6002;Meuleuse GWX 13-125 S (C) X-LOCK;MEULEUSE ;BOSCH;;219;
06017B7000;Meuleuse GWX 14-125 (C) X-LOCK;MEULEUSE ;BOSCH;;159;
06017D2100;MEULEUSE 125 MM  GWX 14-125 S (C);MEULEUSE ;BOSCH;;215;
06017B7001;Meuleuse angulaire filaire GWX 14-125 + DD (C) ;MEULEUSE ;BOSCH;;185;
06017B9002;Meuleuse GWX 15-125 PS (C) X-LOCK;MEULEUSE ;BOSCH;;269;
06017C3002;Meuleuse GWX 17-125 (C) X-LOCK;MEULEUSE ;BOSCH;;255;
06017D3700;MEULEUSE 125 MM GWX 17-125 PSB (C);MEULEUSE ;BOSCH;;305;
06017C4003;Meuleuse GWX 17-125 S coffret X-LOCK;MEULEUSE ;BOSCH;;279;
06017D2300;MEULEUSE 125 MM  GWX 17-125 S (C);MEULEUSE ;BOSCH;;265;
06017C4002;Meuleuse GWX 17-125 S (C) X-LOCK;MEULEUSE ;BOSCH;;265;
06017D0600;MEULEUSE 125 MM  GWS 17-150 S (C);MEULEUSE ;BOSCH;;269;
06017C8002;Meuleuse GWX 19-125 S (C) X-LOCK;MEULEUSE ;BOSCH;;289;
0615990M34;Meuleuse GWX 19-125 + flex cable + 5xceramic disc (C);MEULEUSE ;BOSCH;;299;
06019N9000;Meuleuse angulaire GWS 18V-8 solo (C);MEULEUSE ;BOSCH;;0;
06019N9001;Meuleuse angulaire GWS 18V-8 solo L;MEULEUSE ;BOSCH;;0;
06019N9002;Meuleuse angulaire GWS 18V-8 + batteries GBA 2x4,0Ah L;MEULEUSE ;BOSCH;;0;
06019N9003;Meuleuse angulaire GWS 18V-8 + batteries GBA 2x5,0Ah + chargeur GAL18V-40 L;MEULEUSE ;BOSCH;;0;
06019N4000;Meuleuse angulaire GWS 18V-11 S solo (C);MEULEUSE ;BOSCH;;0;
06019N4001;Meuleuse angulaire GWS 18V-11 S solo L;MEULEUSE ;BOSCH;;0;
06019N4003;Meuleuse angulaire GWS 18V-11 S + batteries GBA 1x5,0Ah + chargeur GAL 1880 CV L;MEULEUSE ;BOSCH;;0;
06019N4002;Meuleuse angulaire GWS 18V-11 S + batteries GBA 2x5,0Ah + chargeur GAL 1880 CV L;MEULEUSE ;BOSCH;;0;
06019N4100;Meuleuse angulaire GWS 18V-11 solo (C);MEULEUSE ;BOSCH;;0;
06019N4102;Meuleuse angulaire GWS 18V-11 solo L;MEULEUSE ;BOSCH;;0;
06019N4103;Meuleuse angulaire GWS 18V-11 + batteries GBA 2x5,0Ah + chargeur GAL 1880 CV L;MEULEUSE ;BOSCH;;0;
0601850L03;Meuleuse GWS 20-230 H (C) ;MEULEUSE ;BOSCH;;145;
06018C1104;Meuleuse 230 mm GWS 20-230 P 1xdisque diamant (C) ;MEULEUSE ;BOSCH;;155;
06018C1103;Meuleuse 230 mm GWS  20-230 P (C);MEULEUSE ;BOSCH;;145;
06018F2100;MEULEUSE GWS 2000 P (C);MEULEUSE ;BOSCH;;155;
0601882L03;Meuleuse GWS 22-230 H (C);MEULEUSE ;BOSCH;;165;
06018C1105;Meuleuse 230 mm GWS  22-230 P (C);MEULEUSE ;BOSCH;;175;
06018F4100;MEULEUSE GWS 2200 P (C);MEULEUSE ;BOSCH;;185;
0601891C00;Meuleuse GWS 22-230 LVI (C);MEULEUSE ;BOSCH;;245;
06018C3100;Meuleuse 230 mm GWS  24-230 P (C);MEULEUSE ;BOSCH;;189;
06018F4300;MEULEUSE GWS 2400 P (C);MEULEUSE ;BOSCH;;199;
06018C3400;Meuleuse 230 mm GWS  24-230 PZ (C);MEULEUSE ;BOSCH;;209;
0601893H02;Meuleuse GWS 24-230 LVI coffret;MEULEUSE ;BOSCH;;305;
0601893H00;Meuleuse GWS 24-230 LVI (C);MEULEUSE ;BOSCH;;275;
0601864Z04;Meuleuse GWS 24-230 JVX (C);MEULEUSE ;BOSCH;;419;
0601895H04;Meuleuse GWS 26-230 LVI (C);MEULEUSE ;BOSCH;;315;
06018C7100;Meuleuse GWS 27-230 PR (C);MEULEUSE ;BOSCH;;275;
06018C7101;Meuleuse GWS 27-230 PR ;MEULEUSE ;BOSCH;;305;
06018G1100;MEULEUSE 230 MM GWS 30-230 PB (C);MEULEUSE ;BOSCH;;405;
06013A6020;Meuleuse angulaire GWS 12-125 S (C);MEULEUSE ;BOSCH;;0;
060139400D;Meuleuse angulaire GWS 750-125 + disque diamant (coffret);MEULEUSE ;BOSCH;;0;
0601529500;Grignoteuse sans fil GNA 18V-16 solo (C);MEULEUSE ;BOSCH;;549;
0601529600;Grignoteuse sans fil GNA 18V-16 E solo (C);MEULEUSE ;BOSCH;;565;
0601529601;Grignoteuse sans fil GNA 18V-16 E + batteries ProCORE18V 2x4,0Ah + chargeur GAL 18V-40 L;MEULEUSE ;BOSCH;;795;
0601529400;Grignoteuse GNA 75-16 (C);MEULEUSE ;BOSCH;;505;
0601530103;Grignoteuse GNA 2,0 (C);MEULEUSE ;BOSCH;;739;
0601533103;Grignoteuse GNA 3.5 (C);MEULEUSE ;BOSCH;;1079;
0601621703;RAINUREUSE A BETON GNF 35 CA 1400W coffret;MEULEUSE ;BOSCH;;709;
0601368703;RAINUREUSE A BETON GNF 65 A ;MEULEUSE ;BOSCH;;1105;
0601389000;Polisseuse GPO 14 CE (C);MEULEUSE ;BOSCH;;255;
06019C5001;OUTIL ROTATIF MULTIFONCTIONS GRO 12V-35 2x2,0Ah L ;MEULEUSE ;BOSCH;;249;
06019C5002;OUTIL ROTATIF MULTIFONCTIONS GRO 12V-35  solo L ;MEULEUSE ;BOSCH;;149;
06019C5000;OUTIL ROTATIF MULTIFONCTIONS GRO 12V-35 solo (C) ;MEULEUSE ;BOSCH;;125;
0601926108;Cisaille sans fil GSC 12V-13 + batteries GBA 2x2,0Ah + chargeur GAL 12V-40 L;MEULEUSE ;BOSCH;;425;
601926105,00;Cisaille sans fil GSC 12V-13 solo (C);MEULEUSE ;BOSCH;;325;
0601926200;Cisaille sans fil GSC 18V-16 solo (C) ;MEULEUSE ;BOSCH;;495;
0601926301;Cisaille sans fil GSC 18V-16 E + batteries ProCORE18V 2x4,0Ah + chargeur GAL 18V-40 L;MEULEUSE ;BOSCH;;745;
0601926300;Cisaille sans fil GSC 18V-16 E solo (C);MEULEUSE ;BOSCH;;515;
0601500500;Cisaille GSC 75-16 (C) ;MEULEUSE ;BOSCH;;439;
0601506103;Cisaille GSC 2,8 (C) ;MEULEUSE ;BOSCH;;925;
06012A0401;Scie à ruban GCB 18V-63 solo L;MEULEUSE ;BOSCH;;279;
06012A0400;Scie à ruban GCB 18V-63 solo (C);MEULEUSE ;BOSCH;;245;
06019B5303;Meuleuse droite GGS 18V-LI solo  L;MEULEUSE ;BOSCH;;249;
06012B4001;Meuleuse droite GGS 18V-10 SLC solo (C);MEULEUSE ;BOSCH;;379;
06012B4000;Meuleuse droite GGS 18V-10 SLC solo L;MEULEUSE ;BOSCH;;405;
06019B5401;MEULEUSE DROITE GGS 18V-20 solo (C);MEULEUSE ;BOSCH;;219;
06019B5400;MEULEUSE DROITE GGS 18V-20 solo L;MEULEUSE ;BOSCH;;245;
0601229100;Meuleuse droite GGS 18V-23 LC solo L;MEULEUSE ;BOSCH;;285;
0601229200;Meuleuse droite GGS 18V-23 PLC solo  L;MEULEUSE ;BOSCH;;295;
0601209200;Meuleuse droite GGS 18 H (C);MEULEUSE ;BOSCH;;765;
601220000;Meuleuse droite GGS 28  (C);MEULEUSE ;BOSCH;;249;
0601220100;Meuleuse droite GGS 28 CE (C) ;MEULEUSE ;BOSCH;;259;
0601221000;Meuleuse droite GGS 28 LC (C);MEULEUSE ;BOSCH;;335;
0601221100;Meuleuse droite GGS 28 LCE (C);MEULEUSE ;BOSCH;;345;
0601225000;Meuleuse droite GGS 28 LP (C);MEULEUSE ;BOSCH;;345;
06012B5020;MEULEUSE DROITE GGS 30 LS (C);MEULEUSE ;BOSCH;;219;
0601222100;Meuleuse droite GGS 8 CE (C) ;MEULEUSE ;BOSCH;;399;
0601214300;Meuleuse droite GGS 8 SH (C);MEULEUSE ;BOSCH;;765;
06012B5220;Meuleuse droite GGS 30 LPS (C);MEULEUSE ;BOSCH;;0;
0600910000;GHP 5-13 C;NETTOYEURS HAUTE-PRESSION;BOSCH;;595,34;
0600910200;GHP 6-14;NETTOYEURS HAUTE-PRESSION;BOSCH;;807,55;
0600910300;GHP 8-15 XD;NETTOYEURS HAUTE-PRESSION;BOSCH;;1360,55;
0600910400;GHP 5-55;NETTOYEURS HAUTE-PRESSION;BOSCH;;530,81;
0600910500;GHP 5-65;NETTOYEURS HAUTE-PRESSION;BOSCH;;596,88;
0600910600;GHP 5-65 X;NETTOYEURS HAUTE-PRESSION;BOSCH;;693,44;
0600910700;GHP 5-75;NETTOYEURS HAUTE-PRESSION;BOSCH;;710,99;
0600910800;GHP 5-75 X;NETTOYEURS HAUTE-PRESSION;BOSCH;;807,55;
06018B5006;Outil oscillant sans fil GOP 12V-28  + GBA 18V 2x3,0Ah + GAL 1230 + ACC L ;OUTIL OSCILLANT;BOSCH;;355;
06018B5002;Outil oscillant sans fil GOP 12V-28 solo L ;OUTIL OSCILLANT;BOSCH;;169;
06018B5001;Outil oscillant sans fil GOP 12V-28  solo (C) ;OUTIL OSCILLANT;BOSCH;;145;
06018B6003;Outil oscillant sans fil GOP 18V-28 + GBA 18V 2x5,0Ah + GAL 1860 + 16 acc L ;OUTIL OSCILLANT;BOSCH;;585;
06018B6001;Outil oscillant sans fil GOP 18V-28 solo L ;OUTIL OSCILLANT;BOSCH;;275;
06018B6002;Outil oscillant sans fil GOP 18V-28 solo (C) ;OUTIL OSCILLANT;BOSCH;;249;
06018G2000;Outil oscillant sans fil GOP 18V-34 solo L;OUTIL OSCILLANT;BOSCH;;269;
06018G2001;Outil oscillant sans fil GOP 18V-34 solo (C);OUTIL OSCILLANT;BOSCH;;245;
06018G2002;Outil oscillant sans fil GOP 18V-34 solo L;OUTIL OSCILLANT;BOSCH;;335;
0601237000;Outil oscillant filaire GOP 30-28 + 20 ACC L ;OUTIL OSCILLANT;BOSCH;;309;
0601237001;Outil oscillant filaire GOP 30-28 + 1 lame (C);OUTIL OSCILLANT;BOSCH;;165;
0601231001;Outil oscillant filaire GOP 40-30 +15 ACC L ;OUTIL OSCILLANT;BOSCH;;369;
0601231004;Outil oscillant filaire GOP 40-30 + 3 acc L ;OUTIL OSCILLANT;BOSCH;;279;
0601231007;Outil oscillant filaire GOP 40-30 + 5 Acc L ;OUTIL OSCILLANT;BOSCH;;299;
0601231000;Outil oscillant filaire GOP 40-30 (C);OUTIL OSCILLANT;BOSCH;;215;
0601231101;Outil oscillant filaire GOP 55-36 + 25 ACC L ;OUTIL OSCILLANT;BOSCH;;539;
0601231100;Outil oscillant filaire GOP 55-36 (C) ;OUTIL OSCILLANT;BOSCH;;295;
0601231104;Outil oscillant filaire GOP 55-36 + 4 pcs acc L ;OUTIL OSCILLANT;BOSCH;;339;
1600A01V3J;Distributeurs à lames 50 pièces (C);OUTILLAGE A MAIN;BOSCH;;20;
1600A01V3Y;Niveau 60cm (C) ;OUTILLAGE A MAIN;BOSCH;;30;
1600A01V3Z;Niveau  120cm (C) ;OUTILLAGE A MAIN;BOSCH;;45;
1600A01V08;Tournevis PZ2x125 (C) ;OUTILLAGE A MAIN;BOSCH;;9;
1600A01V09;Tournevis Torx 6 pièces (C);OUTILLAGE A MAIN;BOSCH;;35;
1600A01V0A;Tournevis Torx 10x75 (C) ;OUTILLAGE A MAIN;BOSCH;;7;
1600A01V0B;Tournevis Torx 15x75 (C) ;OUTILLAGE A MAIN;BOSCH;;7;
1600A01V0C;Tournevis Torx 20x100 (C);OUTILLAGE A MAIN;BOSCH;;8;
1600A01V0D;Tournevis Torx 25x100 (C) ;OUTILLAGE A MAIN;BOSCH;;8;
1600A01V0E;Tournevis Torx 30x125 (C) ;OUTILLAGE A MAIN;BOSCH;;9;
1600A01V0F;Tournevis Torx 40x125 (C);OUTILLAGE A MAIN;BOSCH;;9;
1600A01TG2;PH1 Tournevis (blister);OUTILLAGE A MAIN;BOSCH;;8;
1600A01TG3;PH2 Tournevis (blister);OUTILLAGE A MAIN;BOSCH;;9;
1600A01TG1;SL6.5 Tournevis (blister);OUTILLAGE A MAIN;BOSCH;;9;
1600A01TG0;SL5,5 Tournevis (blister);OUTILLAGE A MAIN;BOSCH;;8;
1600A01TF9;SL4.5 Tournevis (blister);OUTILLAGE A MAIN;BOSCH;;8;
1600A01TF8;SL3.5 Tournevis (blister);OUTILLAGE A MAIN;BOSCH;;6;
1600A01V03;Pince à dénuder (blister);OUTILLAGE A MAIN;BOSCH;;20;
1600A01V3S;Mètre 8m Autolock  (C);OUTILLAGE A MAIN;BOSCH;;29;
1600A016BF;Set de tournevis : plat 4,5 + 5,5 + 6,5 + PH1 et PH2 L;OUTILLAGE A MAIN;BOSCH;;39;
1600A016BG;Jeu de pinces : universelle, à long bec, coupante diagonale L;OUTILLAGE A MAIN;BOSCH;;45;
1600A01TH9;Pince coupante diagonale 160mm (blister);OUTILLAGE A MAIN;BOSCH;;16;
1600A01TH8;Pince à long bec 200mm (blister);OUTILLAGE A MAIN;BOSCH;;18;
1600A01TH7;Pince universelle 180mm (blister);OUTILLAGE A MAIN;BOSCH;;18;
1600A016ZH;Lames pour couteau retractabe 10pcs (blister);OUTILLAGE A MAIN;BOSCH;;6;
1600A016BM;Set couteau pliant universel + cutter avec cran d'arrêt 18mm (blister);OUTILLAGE A MAIN;BOSCH;;29;
1600A01V3H;Cutter lame rétractable (C);OUTILLAGE A MAIN;BOSCH;;20;
1600A01TH6;Cutter avec cran d'arrêt 18mm (blister);OUTILLAGE A MAIN;BOSCH;;14;
1600A027M4;Set couteau pliant, 1 cutter, 1 cutter pliant universel (blister);OUTILLAGE A MAIN;BOSCH;;45;
1600A016BT;Marteau (blister);OUTILLAGE A MAIN;BOSCH;;27;
1600A01TH5;Set clés Hex (blister);OUTILLAGE A MAIN;BOSCH;;22;
1600A01TH4;Set clés Torx Key (blister);OUTILLAGE A MAIN;BOSCH;;22;
1600A027M5;Set de couteaux cutter pliant universel 10 lames de rechange pour couteau pliant (blister);OUTILLAGE A MAIN;BOSCH;;21;
1600A027M3;Kit outils à main couteau pliant, 10 lames de rechange, mètre professionnel de 5 m, niveau professionnel 25cm;OUTILLAGE A MAIN;BOSCH;;75;
1600A02H5B;Kit outillage à main et mobilité - version sac;OUTILLAGE A MAIN;BOSCH;;209;
1600A02H5C;Kit outillage à main et mobilité - version pochettes et ceinture;OUTILLAGE A MAIN;BOSCH;;175;
1600A02CV3;Set de tournevis 6 pcs plat PH/PZ/TX (C);OUTILLAGE A MAIN;BOSCH;;35;
1600A02AU0;Set de clés (C);OUTILLAGE A MAIN;BOSCH;;125;
1600A016BN;Niveauv à bulle 25cm magnétique (blister);OUTILLAGE A MAIN;BOSCH;;30;
